id,Hour1,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour2,Hour20,Hour21,Hour22,Hour23,Hour24,Hour25,Hour26,Hour27,Hour28,Hour29,Hour3,Hour30,Hour31,Hour32,Hour33,Hour34,Hour35,Hour36,Hour37,Hour38,Hour39,Hour4,Hour40,Hour41,Hour42,Hour43,Hour44,Hour45,Hour46,Hour47,Hour48,Hour49,Hour5,Hour50,Hour51,Hour52,Hour53,Hour54,Hour6,Hour7,Hour8,Hour9,HourTotal
17141,,,,,,,,,,2,,1,2,3,1,2,1,2,,,,,,,,,,,,,,,1,,,,2,,,,1,,,1,1,,1,,,,,,,,21
17143,150,,,,,,,1,5,186,579,431,904,763,734,797,636,708,693,592,409,47,291,,1,,952,,,,,,,99,,8,5,1,6,59,66,82,254,187,,61,47,7,15,10,,,,,9786
17145,10,,,,,,,,,,14,13,21,8,6,14,30,8,9,20,3,,15,,,,,,,,,,,2,,,4,36,145,49,3,18,5,1,,1,,,,1,,,,,436
17147,,,,,,,,,,,1,4,4,13,2,20,19,10,24,5,1,,2,,,,,,,,,,,1,,,,2,9,3,1,,1,3,,,,,,,,,,,125
17149,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
17151,,,,,,,,,,,,,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
17153,1,,,,,,,,,1,5,4,10,3,7,6,6,3,2,3,2,,7,,,,,,,,,,,1,,,,,,,,,,2,,1,,,,,,,,,64
17157,19,,,,,,,,,,18,12,36,16,17,26,40,8,17,22,13,,9,,,,,,,,,,,5,,,,,,3,7,10,5,7,,5,3,,,,,,,,298
17159,,,,,,,,168,28,,,,10,71,12,106,79,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,476
17161,1347,,,,,,,,2,336,743,1484,891,971,1480,710,603,792,1289,564,236,,446,,,,1010,,,,,,,179,,,16,36,10,22,176,529,235,212,1,527,60,1,,,,1,,,14909
17163,437,,,,,,,,,143,719,677,1111,631,797,1010,1063,486,823,1020,241,53,346,47,34,1,,,,,,,,120,,,51,402,440,304,478,590,549,440,17,354,241,521,300,1,,,,,14447
17165,,,,,,,,,,,,1,22,25,29,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,90
17167,77,,,,,,,,,9,169,260,180,481,566,699,599,368,436,157,36,6,185,,,,,,,,,,,38,,6,8,26,95,71,34,13,81,345,,231,64,53,12,15,,,,,5320
17169,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,3
17171,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
17173,,,,,,,,,,,,,18,11,26,7,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,64
17177,34,,,,,,,,,3,6,206,1,1,,124,43,2,2,4,1,1,137,,,,,,,,,,,35,34,,1,,3,,,,,1,,1,3,58,106,115,,,,,922
17179,52,,,,,,,,1,4,,141,5,3,5,,1,35,37,,1,,94,,1,,2,,,,,,,36,,1,,,4,39,151,11,1,1,,2,2,4,,,,,,,634
17181,7,,,,,,,,,,11,8,19,6,10,12,23,6,7,14,6,,1,,,,,,,,,,,5,,,,,,1,2,5,2,2,,1,,,,,,,,,148
17183,1,,,,,,,,,,6,6,27,27,46,12,,,237,169,5,,7,1,,,,,,,,,,1,,,,,,2,1,1,,,,,152,,,2,,,,,703
17185,,,,,,,,,,,,,9,12,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
17187,39,,,,,,,,,,,46,1,2,,,2,,,,,,33,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,126
17189,,,,,,,,,,,,,4,16,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
17191,,,,,,,,,,,,,,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
17193,,,,,,,,,,,,,19,15,31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71
17195,620,,,,,,,,,224,419,578,266,335,411,242,193,191,83,3,1,,91,,,,,,,,,,,27,,4,12,42,7,101,129,57,47,63,,,,11,2,,,,,,4159
17197,208,,,,,,,4,1,106,182,898,460,476,266,390,283,391,276,790,687,646,607,1000,238,336,34,,,,,,1,239,,,345,491,530,401,169,168,311,189,2,284,205,268,924,109,1,,,,12916
17199,40,,,,,,,,,1,39,21,77,130,124,66,85,4,34,58,23,,24,,,,,,,,,,,,,,,,1,1,12,11,13,8,,7,1,72,,1,,,,,853
17201,159,,,,,,2,,,295,465,580,783,760,731,780,579,367,460,1590,1149,142,370,106,255,1,962,,,,,,4,106,,1,57,58,207,247,262,190,189,102,11,137,262,282,122,122,1,,,,12896
17203,,,,,,,,,,,,2,,1,1,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,1,,,,,1,,,1,,,,,10
18003,76,,,,,,,,17,37,106,28,223,157,135,91,19,20,,1,,,,,,,,,,,,,,2,1,,,,,,6,63,33,,,19,,11,2,,,,,,1047
18005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
18007,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18011,,,,,,,,,,,,,,,,,,1,25,129,30,7,,21,,,,,,,,,,,,,,,,,1,,,,,,,28,66,,,,,,308
18013,,,,,,,,,,,,,,9,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
18019,,,,,,,,,,,1,,22,7,,,,,,1,,,,,,,,,,,,,,,,20,358,,,,9,26,25,2,,,6,,,,,,,,477
18027,7,,,,,,,,,2,1,5,4,11,12,2,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,48
18029,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4
18035,,,,,,,,,,10,,22,11,7,69,22,6,,,,,,14,,,,,,,,,,,,,,,19,7,,,,2,5,,1,,,,,,,,,195
18039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,12,,,,,,,,13
18041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
18043,29,,,,,,,,5,30,3,9,122,54,18,4,,,,,2,,,,,,,,,,,,,,,,,2,24,52,,,,,,,,,,,,,,,354
18051,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2
18053,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3
18055,99,,,,,,,,,33,44,88,72,78,106,23,,,,,,,80,,,,,,,,,,,1,,,,18,4,,,,,,,,,,,,,,,,646
18057,,,,,,,,,,,,,,8,,,,,,268,48,9,,,,,,,,,,,,,,2,,,,,1,2,,,,,,114,49,1,,,,,502
18061,1,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
18063,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5
18067,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
18077,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,62,111,497,122,,,,,,,,,,,,,,,793
18081,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,7
18083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
18085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,18,,,,,,,,,,,63
18089,18,,,,,,,,,3,,68,,109,16,67,137,36,,165,61,,2,,,,,,,,,,,,,,,,83,1,1,4,2,1,,45,1,,27,1,,,,,848
18095,6,,,,,,,,,30,,35,10,9,45,58,20,4,,,,,18,,,,,,,,,,,,,1,,30,9,1,,,2,223,,42,,,,,,,,,543
18097,63,,,,,,,,1,115,377,37,228,97,46,192,329,110,,,165,319,1,54,,,,,,,,,,,,1,,,,95,194,31,2,3,,22,93,229,20,,1,,,,2825
18099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,291
18101,8,,,,,,,,,5,3,11,10,12,20,2,,,,,,,5,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,81
18105,86,,,,,,,,,42,73,68,85,48,52,190,399,,1,,,,41,,1,,,,,,,,,2,,,,11,3,,,,,191,,,,227,135,,,1,,,1656
18109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,3
18111,,,,,,,,,,,,,,10,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
18113,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18117,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
18121,32,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
18123,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2
18127,,,,,,,,1,,,63,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,2,,1,19,,,,,,156
18129,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97
18141,,,,,,,,,14,,,,,,,,2,,,,1,,,,,,,,,,,,,,,20,208,1,,659,629,78,70,75,,,,,,,,,,,1757
18143,,,,,,,,,,52,26,,53,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,,,148
18145,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,118
18151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,2
18153,,,,,,,,,,,,43,,,,34,2,,,,,,73,,,,,,,,,,,,,,34,44,,,,,,2,,,,,,,,,,,232
18155,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,156
18157,,,,,,,,,,,,,,,18,22,7,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,60,1,10,,,,,,,,,130
18163,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,4
18167,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,,,,,,,,26
18173,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,5
18175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2
18177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,3
19001,,,,,,,,,,31,42,,17,,,,,,,,,,,199,,,,,,,,,,,,,,,3,6,31,8,5,,,,1,,74,,,,,,417
19003,,,,,,,,,,,,,,,,,,,2,,,,,112,,,,,,,,,,,,,,,,1,23,3,1,,,1,2,,55,1,,,,,201
19005,,,,,,,,,,4,,,,,,,,9,,26,66,,,395,167,,,,,,,,,,,,,,,,82,,,,,,3,,209,,,,,,961
19007,12,,,,,,,,,7,5,1,1,7,2,,1,8,,,,,1,449,,,,,,,,,,,,,,,,,72,,,3,,,2,132,454,,,,,,1157
19009,,,,,,,,,,,2,,,,,,2,4,1,1,8,,,207,,,,,,,,,,,,,,,,,43,,,2,,121,,,87,,,,,,478
19011,2,,,,,,,,5,40,79,4,1,83,39,80,,5,30,54,51,,2,881,,,,,,,,,,,,,,,,,181,1,,,,5,10,81,16,,,,,,1650
19013,534,,,,,4,,,,31,140,583,104,647,375,384,553,652,621,488,739,754,207,3050,,,,4,,,,,,105,34,2,,,39,48,2905,17,22,30,,91,217,385,1324,278,,,,,15367
19015,16,,,,,,,,,,,9,,24,9,23,11,,,14,18,,3,729,2,,,1,,,,,,,,,,,,13,445,,2,,,4,5,,125,251,,,,,1704
19017,55,,,,,,,,,1,10,22,2,95,,7,9,15,8,,7,,,1082,,,,,,,,,,13,,,,,,7,166,35,56,9,,10,18,15,52,84,,,,,1778
19019,32,,,,,,,,,,7,21,5,9,10,20,16,18,5,17,30,,28,787,77,,,,,,,,,,,,,,,9,198,15,14,17,,14,18,15,31,,,,,,1413
19021,12,,,,,,,,,18,7,3,73,47,47,3,87,7,7,46,61,,17,451,2,,,,,,,,,8,,,,,,,99,6,59,44,,2,35,54,282,1,,,,,1478
19023,15,,,,,,,,,,,8,,,,,,2,,,3,,,332,,,,,,,,,,8,,,,,,,70,3,5,3,,,7,4,52,,,,,,512
19025,3,,,,,,1,,6,,7,2,1,2,,,,55,,,,,8,246,,,,,,,,,,4,,,,,,,57,11,3,30,,58,3,88,191,,,,,,776
19027,19,,,,,,,,,,6,5,28,27,25,,16,34,19,6,13,,22,676,,,,,,,,,,,,,,,,,203,,65,26,,122,2,2,370,124,,,,,1810
19029,1,,,,,,,,,,,,,,,,,4,,88,,,,323,,,,,,,,,,,,,,,2,7,58,8,2,,,,29,47,147,1,,,,,717
19031,1,,,,,,,,,5,17,18,12,46,124,104,172,79,103,3,22,128,26,824,,,,1,,,,,,16,,,,,,,147,,26,41,2,34,247,187,300,1,,,,,2686
19033,14,,,,,,,,12,11,11,19,,11,,149,115,94,23,38,53,6,15,1496,111,80,,5,1,,,,,16,,,,,2,18,873,29,270,190,7,48,146,97,712,54,,,,,4726
19035,5,,,,,,,,,,1,3,5,1,1,5,3,47,17,38,,,6,308,,,,,,,,,,4,,,,,,,57,10,6,8,,,3,4,124,,,,,,656
19037,3,,,,,,,,,,,,,,,,,,,,3,,,444,,,,,,,,,,5,,,,,,,102,1,6,,,1,2,3,190,,,,,,760
19039,5,,,,,,,,,,,11,,,,40,,5,,1,,1,,349,160,,,,,,,,,,,,,1,4,5,52,5,2,,,,,3,203,85,,,,,932
19041,,,,,,,,,,,5,2,,93,4,34,15,72,4,3,15,,6,468,,,,,,,,,,12,,,,,,,97,4,14,21,1,156,10,13,216,55,,,,,1320
19043,9,,,,,,,,,,,13,,,,,,,,28,139,,,869,73,,,,,,,,,,,2,,20,21,20,145,13,89,10,,,12,,285,,,,,,1748
19045,101,,,,,,,,1,,5,52,4,95,144,194,127,53,83,55,79,41,68,1792,264,,,1,,,,,,47,,,,,6,123,1279,155,175,154,,163,33,165,1013,49,,,,,6521
19047,11,,,,,,,,,,7,,4,4,,,,3,4,4,3,,,424,,,,,,,,,,,,,,,,,84,,6,2,,7,1,2,278,,,,,,844
19049,18,,,,,,,,,,3,60,5,71,178,152,104,40,90,32,35,32,25,1365,155,,,3,,,,,,19,,,3,,7,37,1000,27,9,,,12,79,86,469,1,,2,1,,4120
19051,47,,,,,,,,4,1,11,33,3,4,4,,1,,1,,,,39,227,,,,,,,,,,1,,,,,,12,32,,6,1,,1,5,,104,,,,,,537
19053,4,,,,,,,,,,,,,,,39,,7,1,,1,,,243,,,,,,,,,,,,,,,3,5,38,10,,,,,,9,157,,,,,,517
19055,27,,,,,,,,,,8,10,2,3,2,2,15,11,15,8,15,,22,525,,,,1,,,,,,,,1,,,,7,129,9,8,11,,6,14,15,279,2,,,,,1147
19057,86,,,,,1,,,,,24,35,33,4,,61,32,266,299,83,13,,20,1412,,,,3,,,,,,4,,,,,,,1444,17,372,333,,135,25,27,421,,,,,,5150
19059,,,,,,,,,,,3,3,2,12,11,33,28,66,3,6,19,,15,496,,,,,,,,,,16,,,,,2,,72,3,5,12,,49,7,12,283,,,,,,1158
19061,429,,,,,,,,21,48,66,421,100,78,248,448,665,751,408,166,120,218,128,2503,11,17,,1,,,,,,69,,2,6,47,38,22,2230,388,345,349,,334,101,239,1729,290,,,,,13036
19063,2,,,,,,,,,,2,,,11,14,9,5,7,,2,10,,2,378,,,,,,,,,,3,,,,,,,35,1,2,4,,3,4,20,168,,,,,,682
19065,19,,,,,,,,,37,94,15,78,81,59,69,120,,3,9,8,,,615,,,,,,,,,,,,,,,,,149,2,,,,,,,176,,,,,,1534
19067,19,,,,,,,,,,,22,,,,3,,86,34,,44,,34,590,28,19,62,2,,,,,,8,,,,,,19,125,,,,,7,28,35,274,111,,,,,1550
19069,,,,,,,,,,,,11,,,1,5,3,6,,,8,,2,202,,,,,,,,,,9,,,,,,,48,,19,,,5,7,5,114,,,,,,445
19071,1,,,,,,,,,,,,,,,2,19,,63,8,,,,194,,,,,,,,,,,,,,,,2,30,2,,,,3,,,96,,,,,,420
19073,4,,,,,,,,,,6,,1,1,49,,2,2,2,,5,,,273,,,,,,,,,,,,1,,,,,60,,142,2,,30,2,2,57,,,,,,641
19075,4,,,,,,,,,,,1,37,,2,4,3,12,1,3,8,,5,291,,,,,,,,,,10,,,,,,,52,,,1,,13,13,15,29,,,,,,504
19077,14,,,,,,,,,,3,,1,,,,,10,,8,13,,,290,,,,1,,,,,,,,,,,,,54,,4,,,6,1,3,122,99,,,,,629
19079,4,,,,,,,,1,20,15,8,2,6,7,,,,,,1,137,2,617,,,,,,,,,,1,,,,,,,97,13,5,3,,8,7,4,221,37,,,,,1216
19081,2,,,,,,,,,,,,,4,6,1,1,3,4,8,18,,7,323,,,1,,,,,,,9,,,,6,8,1,64,,,2,2,4,4,8,159,,,,,,645
19083,,,,,,,,,,,,2,,53,,12,4,17,2,3,30,,7,405,,,,2,,,,,,32,,,,,,,91,,1,7,,33,33,21,176,,,,,,931
19085,,,,,,,,,,,,2,,,,,,,,72,,,,366,1,,,,,,,,,,,1,,89,15,37,62,,,3,,,,,218,,,,,,866
19087,3,,,,,,,,,,,3,,1,2,1,,,,,29,2,,682,,,,,,,,,,,,,,,,,90,,,,,1,2,,131,24,,,,,971
19089,23,,,,,,,,,4,29,9,40,42,43,4,,1,4,,14,,11,357,,,,,,,,,,5,,,,,8,7,79,,,,,1,10,8,170,,,,,,869
19091,,,,,,,,,,1,4,6,2,3,1,,,,,,,,7,218,,,,,,,,,,1,,,,,,,39,6,7,,,13,10,1,28,,,,,,347
19093,,,,,,,,,,,1,4,,,,,,,,,,,4,172,,,,,,,,,,4,,,,,,,25,1,6,,,,,3,84,,,,,,304
19095,25,,,,,,,,,2,,5,1,4,8,5,,3,22,,5,,,538,,,,1,,,,,,1,,,,,1,,126,,,4,,7,12,,16,155,,,,,941
19097,2,,,,,,,,,23,,15,1,6,36,17,40,,,44,199,,24,724,,,,,,,,,,,,,,,,,261,27,25,,,,15,11,336,,,,,,1806
19099,39,,,,,,,,,14,74,46,60,145,146,26,93,102,42,4,64,45,24,1520,,,,43,,,,,,6,,,,,2,,602,128,91,33,,236,18,16,853,66,,,,,4538
19101,21,,,,,,,,14,6,18,33,3,50,52,84,31,132,288,372,34,1,18,479,,,,,,,,,,17,,,,22,28,57,438,12,35,23,,15,15,6,284,1,,,,,2589
19103,669,,,,,,,,16,132,124,813,253,406,592,564,1188,1243,907,625,453,877,784,6093,206,34,,2,,,,,,341,,30,2,2,94,218,4609,412,445,1301,6,1484,963,955,2870,1753,,,,,31466
19105,1,,,,,,,,,,,12,6,96,59,26,19,,,2,25,1,14,759,118,,,,,,,,,,,,,,,,126,13,24,22,,17,2,11,87,1,,,,,1441
19107,14,,,,,,,,,,1,27,,3,2,4,,2,4,5,1,33,35,349,,,,,,,,,,30,,,,,3,10,67,3,8,4,1,5,6,3,188,1,,,,,809
19109,13,,,,,,,,,,,3,2,20,38,12,24,9,2,13,29,,9,501,52,205,46,,,,,,,6,,,,2,10,2,127,,3,4,,,20,53,91,,,,,,1296
19111,76,,,,,,,,,,1,85,,58,113,35,211,112,5,145,200,8,9,1182,,,,,,,,,,,,3,,,,61,790,27,2,30,,6,116,120,368,203,,,,,3966
19113,599,,,16,17,13,21,12,,148,516,681,591,568,1170,1245,1648,1182,812,325,726,849,515,5890,65,,,8,,,,,,147,,4,4,156,27,106,5280,416,443,457,,512,1021,920,907,424,,1,,,28442
19115,,,,,,,,,,,,,,,,,,,,,11,19,,332,,,,,,,,,,,,,,,,,48,,1,,,,,4,107,,,,,,522
19117,1,,,,,,,,,,1,2,,,,,1,,75,,,,,305,,,,,,,,,,,,,,,4,1,56,,4,,,,,1,192,,,,,,643
19119,4,,,,,,,,,,2,,1,,6,3,5,5,6,1,,,4,157,,,,,,,,,,,,,,,,,30,1,3,1,,4,4,,65,52,,,,,354
19121,9,,,,,,,,,,,18,,,5,,,,20,17,3,3,18,369,250,,,1,,,,,,16,,,,,,,76,,5,,,8,8,5,89,2,,,,,922
19123,9,,,,,,,,,5,4,14,10,4,5,,6,,,,1,229,3,955,,,,,,,,,,2,,,,1,,,94,,10,7,,2,2,8,488,1,,,,,1860
19125,9,,,,,,,,,43,106,11,16,,4,25,23,14,2,,130,125,27,1155,,,,,,,,,,10,,1,,,1,,220,5,43,20,,63,18,2,792,,,,,,2865
19127,115,,,,,,,,,,,54,7,20,61,44,33,112,22,289,91,,25,964,,,,,,,,,,29,,1,,,1,,288,,3,42,,33,89,208,597,,,,,,3128
19129,,,,,,,,,,,,,,,,,,,1,,,55,,301,,,,,,,,,,,,,,,,5,72,8,1,2,,9,1,2,211,37,,1,,,706
19131,7,,,,,,,,,,14,13,19,33,26,1,,1,5,,10,,6,401,,,,,,,,,,3,,,,,,4,64,,,,,2,7,12,155,,,,,,783
19133,,,,,,,,,,,,,,,,,,,,7,,,,305,,,,,,,,,,,,,,,,,69,,,,,,,,164,,,,,,545
19135,19,,,,,,,,,4,1,8,8,,1,1,,,,,,,1,271,,,,,,,,,,1,,,,1,,,43,,2,,,1,1,2,200,2,,,,,567
19137,,,,,,,,,,,,,,,,,,,,4,46,67,,195,,,,,,,,,,,,,,,,1,37,7,1,,,,2,,118,65,,,,,543
19139,146,,,,,,,,,,,135,86,20,67,,77,34,52,,72,228,138,1110,,,,,,,,,,3,,2,,,,1,753,146,92,208,1,142,80,47,844,1,,,,,4485
19141,7,,,,,,,,,,3,8,4,,11,6,12,8,4,7,,,13,209,,,,,,,,,,9,,,,,,,42,,14,2,,2,40,,112,,,,,,513
19143,1,,,,,,,,,,1,2,1,,1,1,6,1,2,1,,,4,92,,,,,,,,,,,,,,,,,9,1,1,1,,5,,,37,,,,,,167
19145,,,,,,,,1,,,,,,11,13,11,18,,1,60,,,,350,,,,,,,,,,,,,,1,,10,75,3,15,16,,3,82,2,171,,,,,,843
19147,,,,,,,,,,,4,,2,2,4,6,4,10,2,4,19,,4,302,,,,,,,,,,5,,,,22,,,149,5,8,2,,6,4,15,161,,,,,,740
19149,5,,,,,,,,,,3,12,3,,6,8,9,6,10,21,,,16,546,158,,,,,,,,,4,,,,,,,108,1,21,3,,20,109,1,245,74,,,,,1389
19151,,,,,,,,,,14,68,4,12,25,25,,15,18,4,,,,19,203,,,,,,,,,,1,,,,,,,45,,,4,,5,4,,97,85,,,,,648
19153,980,,,,,2,,,112,796,1034,893,1017,921,1116,1071,1506,1476,1895,2053,1715,2408,366,11565,1865,298,,92,,,,,,301,,82,770,354,212,482,12728,756,1077,1105,5,2127,1706,1756,4084,1056,,13,,33,61828
19155,253,,,,,,,1,10,70,96,223,90,125,143,199,229,230,180,103,36,159,144,2901,165,,,,,,,,1,40,,,,,10,79,657,33,70,47,,75,77,147,1504,358,,,2,1,8458
19157,13,,,,,,,,,3,,8,2,6,33,29,113,172,67,7,7,103,3,518,,,,,,,,,,7,,,,,,42,172,1,80,182,,59,73,18,275,,,,,,1993
19159,,,,,,,,,,,1,,,,,,1,,,,,,,136,,,,,,,,,,,,,,,,2,22,,,,,,,,78,,,,,,240
19161,1,,,,,,,,,,3,2,2,1,,,2,2,,1,,,1,278,,,,,,,,,,1,,,,,,,42,4,,3,,1,3,,145,,,,,,492
19163,417,,,,,2,,,,23,210,276,388,564,547,572,586,1264,1430,1218,882,458,263,5768,76,,2,12,,,,,,137,,1,,48,113,289,5274,350,364,507,4,621,772,813,4572,811,,2,9,,29645
19165,,,,,,,,,,,,1,,,,,,,,13,112,64,,318,3,,,,,,,,,,,,,39,,,77,55,24,,,39,,,145,,,,,,890
19167,5,,,,,,,,,,6,16,3,,10,21,14,9,10,11,,,13,236,169,,,,,,,,,2,,1,1,,,,63,2,16,3,,9,7,,130,,,,,,757
19169,413,,,,,,,,2,35,227,439,297,237,191,200,189,472,304,400,531,156,111,2322,538,,,4,,,,,,36,,,24,114,2,25,1192,331,124,285,,192,140,568,864,150,,,,,11115
19171,32,,,,,,,,,,,20,,,,,,64,22,82,193,37,,557,,,,,,,,,,,,,,,,21,161,6,,,,35,44,45,230,,,,,,1549
19173,5,,,,,,,,,,,,,,,,8,,,,,,,124,,,,,,,,,,,,,,,,,29,1,,,,5,,,131,,,,,,303
19175,6,,,,,,,,,,,2,,,,1,,,7,,,,,286,,,,,,,,,,,,1,,,,6,91,6,122,51,,17,2,2,177,77,,,,,854
19177,14,,,,,,,,3,,3,3,,7,5,,,3,1,1,1,,6,223,,,,,,,,,,1,,,,,,8,37,5,2,1,,5,2,,54,,,,,,385
19179,124,,,,,,,,27,20,62,73,25,156,18,2,130,89,40,91,145,1,50,903,,,,2,,,,,,45,,1,,5,7,62,570,15,192,154,,81,77,91,610,1,,,,,3869
19181,8,,,,,,,,,,5,9,9,9,21,18,26,26,53,30,35,90,8,1305,138,,,,,,,,,26,,,,13,22,20,212,7,36,34,3,61,248,23,419,337,,,,,3251
19183,23,,,,,,,,,17,56,27,89,80,71,25,36,42,49,105,28,291,33,832,,,,1,,,,,,39,,,,,5,15,186,12,21,24,,14,20,80,375,245,,,,,2841
19185,2,,,,,,,,,,,,,,,,,4,,61,,,,220,,,,,,,,,,,,,,,2,5,42,12,5,,,1,,6,110,1,,,,,471
19187,7,,,,,,,,7,43,51,23,33,61,52,174,235,,,45,37,1,47,1084,,,,,,,,,,9,,,,42,,4,781,86,70,120,1,122,85,172,520,344,,,,,4256
19189,11,,,,,,,,,,,2,4,9,5,3,,3,4,4,17,,8,343,37,,,,,,,,,16,,,,6,6,5,72,7,2,2,,,28,41,146,,,,,,781
19191,33,,,,,,,,,3,9,22,4,5,14,,,8,5,8,5,88,,809,372,46,,,,,,,,,,,,,1,,182,8,8,2,,19,40,12,298,,,,,,2001
19193,171,,,,,,2,,2,4,132,90,180,165,155,198,136,153,237,192,1149,1038,82,1999,83,1,,2,,,,,,61,,,,4,71,107,1840,109,104,45,,56,106,170,1251,13,,,,,10108
19195,5,,,,,,,,,,3,9,21,18,12,1,,2,3,,10,,6,309,76,,,,,,,,,4,,,,,1,1,41,,,90,,,8,6,125,,,,,,751
19197,1,,,,,,,,,,,3,2,4,2,5,1,2,6,13,17,,5,368,,,206,,,,,,,13,,,44,6,5,4,77,,,2,1,,4,17,98,,,,,,906
20011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
