id,Hour1,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour2,Hour20,Hour21,Hour22,Hour23,Hour24,Hour25,Hour26,Hour27,Hour28,Hour29,Hour3,Hour30,Hour31,Hour32,Hour33,Hour34,Hour35,Hour36,Hour37,Hour38,Hour39,Hour4,Hour40,Hour41,Hour42,Hour43,Hour44,Hour45,Hour46,Hour47,Hour48,Hour49,Hour5,Hour50,Hour51,Hour52,Hour53,Hour54,Hour6,Hour7,Hour8,Hour9,HourTotal
1051,,,,,,,,,,,20,,37,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
1053,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
1055,,,,,,,,,,,,,6,6,,,,,,56,277,89,1,,,,,,,,,,,,,,,,,,,,,34,,23,57,287,133,,,,,,969
1057,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1059,,,,,,,,,,,21,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
1061,,,,,,,,,,,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1063,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1065,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1067,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1069,,,,,,,,,,,13,,7,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,22
1071,,,,,,,,,,,6,,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
1073,29,,,,,,,,45,13,48,,99,174,379,9,,,,72,,,,38,34,,,,,,,,,,,,,28,139,2,,41,7,2,,176,2,,1,1,,,,,1339
1077,,,,,,,,,,,18,,38,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,57
1079,,,,,,,,,,,6,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
1081,,,,,,,,1,,,19,,53,19,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,94
1083,,,,,,,1,,,,6,,5,24,,,,,,,234,404,,,,,,,,,,,,,,,,,,,,,,,,,111,386,1,,,,,,1172
1085,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1087,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1089,,,,,,,,,,,102,,112,178,139,141,,,,,,,,118,20,,,,,,,,,,,,,,,,,,,,,44,,71,76,136,,,,,1137
1091,,,,,,,,,1,,,,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
1093,,,,,,,,,,,3,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
1095,,,,,,,,,,,6,,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
1097,,,,,,,,,,,40,,69,55,,252,11,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,497
1101,,,,,,,,,,,26,,54,27,,,,,,,66,36,,,,,,,,,,,,,,,,,,,,,,1,,,,,64,,,,,,274
1103,,,,,,,,,,,9,,18,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,68
1109,,,,,,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1111,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1113,,,,,,,,,,,10,,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,32
1115,,,,,,,,,,,29,,3,27,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,66
1117,,,,,,,,,17,5,13,,36,146,351,14,,,,,,,1,,,,,,,,,,,,,,,,,21,37,28,32,8,,70,3,,,,,,,,782
1121,,,,,,,,,,,13,,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
1123,,,,,,,,,,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1125,,,,,,,,,,,9,,33,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,66
1127,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1129,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3
1133,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2013,22,,,,,,,,,,,27,,,,,,1,2,,,17,27,25,9,,,,,,,,,3,,,,,,,,1,3,60,,2,,,188,,9,13,,,409
2016,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2
2020,790,,,,2,,,,,,4,1382,44,49,674,1185,3125,3008,2225,2533,2413,2181,1714,1523,3066,3782,1164,39,,,,,,2131,,,,201,30,170,364,579,700,742,1950,1038,924,592,827,1302,1174,425,6,4,44062
2050,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2060,1,,,,,,,,,,,,,,,,1,1,2,20,44,28,3,47,156,37,,,,,,,,1,,,,,,,1,4,4,2,,,,,,,,,,,352
2068,,,,,,,,,,,,,,,1,22,,3,2,,,1,,1,57,,,,,,,,,1,,,,,,1,,7,4,4,1,5,5,,1,,8,1,,,125
2070,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2
2090,64,,,,,,,,,,,244,,4,52,61,83,81,67,100,44,57,289,83,1249,2085,2,,,,,,,473,,,,,,23,42,56,69,64,216,69,489,574,542,401,176,158,2,,7919
2100,,,,,,,,,,,,20,,1,,,2,3,1,,,,17,,55,,,,,,,,,,,,,,,6,1,4,,,9,43,5,,3,15,5,2,,,192
2105,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2
2110,12,,,,,,,,,,37,13,22,,4,36,92,92,67,150,425,342,78,247,407,443,619,,,,,,,77,,,,,1,18,32,50,25,38,105,150,61,48,55,276,36,4,2,,4064
2122,40,,,,,,,,,,,59,1,,12,23,87,65,24,64,83,257,112,199,431,1061,135,,,,,,,78,,,,,1,27,46,56,25,36,106,56,40,135,224,210,72,63,1,,3829
2130,11,,,,,,,,,,,2,,1,1,5,31,13,14,5,,117,48,26,77,239,24,,,,,,,12,,,,,,1,13,16,165,21,19,22,7,1,,301,28,2,1,,1223
2150,2,,,,,,,,,,,4,,,5,5,7,15,38,5,43,,3,13,49,142,1,,,,,,,32,,,,,,2,6,18,6,6,17,19,69,65,96,15,6,5,,,694
2164,2,,,,,,,,,,,7,,,,1,7,14,8,,,,5,,158,35,,,,,,,,2,,,,,,,6,6,19,1,,71,,,,,,,,,342
2170,86,,,,,,,,,,,45,,6,40,79,116,157,244,413,206,127,65,51,966,1096,41,,,,,,,63,,,,,,25,50,164,114,155,146,167,81,40,25,117,118,29,1,,5033
2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
2185,23,,,,,,,,,,,9,,,,,6,16,23,5,,36,4,110,,,,,,,,,,1,,,,,,,1,6,3,10,,27,,1,16,431,,,,,728
2188,4,,,,,,,,,,,59,,,,,1,15,32,,104,1,52,110,,,,,,,,,,,,,,,,,1,3,6,6,,2,164,218,22,64,,,1,,865
2195,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,,,,1,4,3,,,,16
2220,,,,,,,,,,,,,,,,6,4,8,1,1,,19,34,35,142,698,1,,,,,,,33,,,,,,8,12,16,13,8,22,18,14,27,20,19,42,7,,,1208
2230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
2231,,,,,,,,,,,,,,,,,,,,,,,8,40,45,,,,,,,,,6,,,,,,,1,5,,,,1,2,,,,,,,,108
2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
2261,,,,,,,,,,,,,,,,,,,,,,18,1,6,,,2,,,,,,,12,,,,,,,,,,,11,,,10,7,2,,,,,69
2275,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2280,,,,,,,,,,,,,,,1,,142,1,1,66,,,12,,10,132,,,,,,,,20,,,,,,1,9,14,3,3,1,3,6,,,2,3,,1,,431
2282,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,1,1,,,,2,1,1,,1,9,,,,,51
2290,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2
4001,6,,,,,,,,,,,2,3,,,6,114,41,1,18,3,9,6,,,,,,,,,,,,,,,1,,10,2,52,60,9,,11,11,,,4,,,,,369
4003,157,,,,,,,,,,34,223,124,215,141,280,301,418,413,133,151,288,248,270,127,,430,115,,,,,,187,,,,44,73,3,36,5,47,37,155,47,26,236,77,238,74,,1,,5354
4005,157,,,,,,,,,,45,287,204,253,335,321,603,453,187,164,5,6,238,,,,,,,,,,,1,,,,10,66,161,259,270,447,680,1,479,173,13,24,112,,,,,5954
4007,1,,,,,,,,,,1,,,,,13,25,2,,,,,2,,,,,,,,,,,7,,,,,,3,,11,14,15,3,2,6,,,,,,,,105
4009,,,,,,,,,,,,,,,,8,9,22,269,18,,2,,,,,,,,,,1,,,,,,3,,,,7,8,15,,7,6,1,4,,,,,,380
4011,27,,,,,,,,,,,21,,,,2,4,1,,,,,,,,,,,,,,,,,,,,,,1,,3,9,1,,14,5,,,,,,,,88
4012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
4013,543,2,,,,,,,,5,483,712,5397,4498,6868,7662,7740,2659,2165,666,529,157,574,123,32,2,1740,,1,,,,,318,,3,2,162,349,392,594,866,2080,2424,142,1869,1198,945,1380,2015,82,,1,,57380
4015,1,,,,,,,,,,,,,2,,,,1,30,81,1,2,,,,,2,,,,,,,,,,,1,,,,1,9,4,,,,,56,1,,,,,192
4017,32,,,,,,,,,,55,25,46,54,52,128,247,156,118,110,15,2,56,,43,,,,,1,,,,1,,,,7,3,17,27,91,107,49,1,55,193,6,75,6,,,,,1778
4019,771,,6,,1,,1,,,,316,1246,1993,2011,2133,2936,1571,1865,2011,1513,1487,817,1054,5369,2115,965,2079,842,144,9,,,1,868,,112,2,51,31,33,841,814,197,624,967,501,272,327,545,3523,780,9,1,,43754
4021,1,,,,,,,,,,,37,376,289,434,495,186,130,325,382,13,4,90,217,180,,,1,,,,,,43,,,,97,3,1,6,178,289,159,1,369,321,62,39,19,,,,,4747
4023,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,5
4025,35,,,,,,,,,,,27,,14,55,160,78,83,376,449,,,1,,,,,,,,,,,,,,1,2,,,1,16,38,49,1,24,346,9,3,2,,,,,1770
4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,3
4051,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
5001,1,,,,,,,,,,1,11,,,,,,1,,2,1,,10,,,,,,,,,,,6,,,,,,,,7,1,1,1,,,1,,1,,,,,45
5003,,,,,,,,,,,1,,,,1,,,,,,108,95,12,23,,,,,,,,,,,,,,,,,,11,2,1,,,16,,,,,,,,270
5005,9,,,,,,,,,,9,13,1,2,1,2,63,17,67,12,24,,25,196,149,,,,,,,,,20,,,,,,,,6,14,19,,15,24,36,21,78,,,,,823
5007,48,,,,,,1,1,1,11,72,61,105,31,44,126,193,38,51,129,373,279,63,80,422,204,,,,,,,,15,,,9,128,76,,3,80,70,370,,361,226,1008,400,,,,,,5079
5009,1,,,,,,,,,,,5,,,,,1,8,1,4,1,,7,,,,,,,,,,,7,,,,,,,,,,4,,6,1,12,,4,,,,,62
5011,,,,,,,,,,,3,,,5,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,3,7,,3,,1,,6,1,,,,,,35
5013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,3,,5,,2,7,2,,,,,,,23
5015,3,,,,,,,,,,1,13,,,,,4,6,9,7,7,,17,95,,,,,,,,,40,14,136,44,,,,,,,,22,1,10,15,17,1,,,,,,462
5017,,,,,,,,,,,,,,,,,,1,1,,,188,,214,,,,,,,,,,8,,,,,,,,25,4,,,1,8,21,22,,,,,,493
5019,,,,,,,,,,7,35,1,21,,2,20,,22,32,157,,,30,,,,,,,,,,,10,,,,,266,157,320,34,1,72,,49,23,,,,,,,,1259
5021,11,,,,,,,,,,,3,,,,,6,2,3,1,3,1,5,,,,,,,,,,,,,,,,,,,2,4,2,,11,2,,87,,,,,,143
5023,4,,,,,,,,,,2,6,3,4,7,5,5,7,5,7,16,21,5,70,,,,,,,,,,4,,,,,,1,5,4,3,14,,7,6,2,,,,,4,,217
5025,3,,,,,,,,,,1,,,,,,,,8,11,2,,4,,,,,,,,,,,7,,,,,,,,2,1,,,,,,2,,,,,,41
5027,7,,,,,,,,,1,3,,11,1,8,4,2,19,11,,3,,,,316,,,,,,,,,6,,,,,4,2,19,37,26,25,1,20,22,20,,64,,,,,632
5029,,,,,,,,,,,,2,,1,,,,,,3,,157,1,39,,,,,,,,,,,,,,,,,,7,,,,22,,22,,,,,,,254
5031,46,,,,,,,,10,15,97,42,57,63,352,142,37,81,44,114,628,255,38,,158,72,,,,,,,,43,,,,,,18,5,30,29,16,,35,45,251,,4,,,,,2727
5033,27,,,,,,,,,5,24,22,2,19,32,76,41,22,16,51,,4,4,,,,,,,,,,,8,,,,,,,28,11,35,31,,10,30,15,9,,,1,,,523
5035,232,,,,,,,,,1,336,16,382,327,142,135,289,307,19,26,10,1,,,,,,,,,,,,,,,,272,268,267,133,280,235,253,,930,320,,,15,,,,,5196
5037,5,,,,,,,,,,2,,,,1,18,4,5,20,15,30,19,7,,,,,,,,,,,16,,,,101,,,,13,,,10,,,,,1,,,,,267
5039,,,,,,,,,,,1,,,,,,,,5,33,8,,11,,,,,,,,,,,9,,,,,,,,13,1,,,,,5,,,,,,,86
5041,2,,,,,,,,,,3,17,,,,,,1,,4,,3,21,1,,,,,,,,,,12,,,,,,,,8,3,3,,4,10,10,22,1,,,,,125
5043,,,,,,,,,,32,4,,,,,,,185,,7,19,56,16,,,,,,,,,,,1,,,,,,13,,15,7,1,,,54,81,,,,,,,491
5045,10,,,,,,,2,,,,21,81,215,100,332,232,121,4,34,12,1,31,28,510,,,,,,,,,9,,,,,7,40,39,175,307,319,,34,391,115,16,212,,,,,3398
5047,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,5
5049,1,,,,,,,,,,1,,,,,,,6,4,2,7,,2,,3,4,,,,,,,,5,,,,,1,,,,7,2,,5,,,,1,,1,,,52
5051,,,,,,,,,,1,20,22,,17,13,360,217,264,73,136,,,5,,,,,,,,,,,12,,,,,74,4,39,63,16,116,,117,161,377,1,,,,,,2108
5053,3,,,,,,,,,,2,,,,6,,,,30,42,18,,5,,,,,,,,,,,8,,,,,1,28,51,4,2,4,,,1,6,2,,,,,,213
5055,44,,,,,,,,,,6,11,,8,68,35,19,21,9,7,8,,9,,,,,,,,,,,2,,,,,,,,4,12,7,,248,5,1,,,,,,,524
5057,3,,,,,,,,,,5,,,,,,3,5,,,3,,,,,,,,,,,,,,,,,,91,354,2,27,9,13,,8,20,15,,,,,,,558
5059,,,,,,,,,,,2,,,,,3,,7,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,1,,,,,,,,,23
5061,,,,,,,,,,,4,12,,,,1,2,2,,,,47,23,,,39,,,,,,,,,,,,,,,,8,,,,34,33,33,,,,,,,238
5063,3,,,,,,,,,1,5,3,,,5,6,19,25,23,135,7,2,8,,,1,,,,,,,,4,,,,,,,,1,1,7,2,8,6,22,1,114,,6,,,415
5065,3,,,,,,,,,,,1,1,4,,,2,3,1,3,3,,1,,,,,,,,,,,,,,,,,,1,,2,3,,3,2,2,,,,,,,35
5067,4,,,,,,,,,2,3,1,2,1,1,1,,7,8,12,2,,5,,,,,,,,,,,3,,,,,,4,,4,5,8,,4,3,2,17,,,,,,99
5069,133,,,,,,,,,8,115,178,138,172,33,66,80,101,298,52,209,,98,,,,,,,,,,,13,,,,138,183,176,102,226,106,75,,54,68,88,359,2,,,,,3271
5071,4,,,,,,,,,,8,,,1,2,14,30,19,2,153,,,25,,,,,,,,,,,32,,,,,,,,1,,,1,97,40,42,,,,,,,471
5073,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,8,1,,,,,,,,,,,,12
5075,,,,,,,,,,,,,,236,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,260
5077,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,26,3,,,3,1,,,,,,,,36
5079,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,6,,,,1,2,7,17,,,,,,36
5081,13,,,,,,,,,,,10,,,,11,1,3,23,34,41,11,3,,,30,,,,,,,,,,,,,,10,1,39,4,9,,13,,1,,,,,,,257
5083,,,,,,,,,,,2,,,,,45,,,,,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,127
5085,12,,,,,,,,,1,18,35,,,,,,,,3,1,,39,268,109,,,,,,,,,19,,,,,,,,6,2,,,10,39,31,145,164,,,,,902
5087,,,,,,,,,,,3,,,,,,,,2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,67
5089,3,,,,,,,,,,,6,,,,,,1,3,5,4,,3,,1,,,,,,,,,5,,,,,,,,,1,3,1,1,7,7,,,,,,,51
5091,,,,,,,,,,,7,25,,,,2,4,1,17,4,146,201,38,,1,,,,,,,,,46,,,,,1,1,27,19,42,20,,28,32,74,2,,,,,,738
5093,1,,,,,,,,,,1,24,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,31,1,,,,1,13,20,,,2,,,99
5095,,,,,,,,,,,,3,,,,,,1,,1,,,2,,,,,,,,,,,1,,,,,,,,9,2,,,1,,2,,,,,,,22
5097,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,29,,,,,,,31
5099,2,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,182,,,10,5,9,,6,15,17,,,,,,,249
5101,1,,,,,,,,,,,,,,,,,,13,2,,,,,,,,,,,,,,8,,,,,,,,,,,5,,7,10,,,,,,,46
5103,,,,,,,,,,1,2,,,,1,,,,,,215,111,,,,,,,,,,,,3,,,,,196,232,1,31,6,22,,18,32,14,195,,,,,,1080
5105,,,,,,,,,,,,1,,,,1,,,,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,9
5107,,,,,,,,,,,2,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,,49,2,,,,,,,,,,,,58
5109,6,,,,,,,,,,4,6,,,,1,,,,,,,1,,,35,,,,,,,,,,,,,,,1,4,3,5,,3,23,24,,,,,,,116
5111,2,,,,,,,,,,4,5,,,1,,,,,,57,9,1,,,,,,,,,,,12,,,,,,,,6,,,,81,,,,,,,,,178
5113,,,,,,,,,,,1,,,,,40,3,,,,,,,,80,14,,,,,,,,,,,,,,,,,,,,47,107,31,,,,,,,323
5115,46,,,,,,,,,,,2,,,,,,98,355,114,2,1,,1,,,,,,,,,,112,,,,,,,,1,1,12,69,3,209,121,257,,,,,,1404
5117,,,,,,,,,,,1,5,,,,,,,,,,,2,,,,,,,,,,,5,,,,,,,,,,,,,2,1,1,,,,,,17
5119,1595,,,,,,,1,20,382,1425,848,1742,1952,1806,1519,592,650,214,468,1012,3013,369,3668,2307,963,,,,,,,,204,,2,2,125,362,482,412,869,460,531,13,842,962,1912,1656,1,,,213,,33594
5121,12,,,,,,,,,,1,10,,,,,6,14,6,5,3,,2,,,,,,,,,,,5,,,,,,,,1,6,11,,15,1,1,,,,,,,99
5123,,,,,,,,,,,1,,,,,,,2,1,12,311,,,,,,,,,,,,,,,,,,,,,45,4,,,8,1,,,,,,,,385
5125,21,,,,,,,,,,,29,,1,,2,,,2,36,29,517,48,728,959,390,124,,,,,,,29,,,,,,,,8,4,29,,81,164,277,901,37,,,,,4416
5127,,,,,,,,,,,3,,,,19,,77,33,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,163
5129,1,,,,,,,,,,2,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,1,1,,,,,,,10
5131,2,,,,,,,,,,1,15,,21,52,438,156,177,20,155,,401,5,425,786,183,,,,,,,,1,,,,,,,72,6,124,148,,427,79,508,296,,,2,,,4500
5133,,,,,,,,,,,10,,,,,2,1,,,,14,2,,,,,,,,,,,,,,,,,,1,,1,,3,,,,,,,,,,,34
5135,1,,,,,,,,,,1,,,1,1,2,,5,4,4,10,,5,,44,3,,,,,,,,4,,,,,8,,,,,1,,,,,,80,,2,,,176
5137,3,,,,,,,,,,2,3,,,2,4,4,2,5,4,9,,3,,,,,,,,,,,1,,,,,,2,5,1,7,3,,5,2,1,,,,,,,68
5139,3,,,,,,,,,,3,,8,5,35,4,,5,35,5,374,323,,21,24,,,,,,,,,1,,,,,17,,26,46,18,24,,41,4,35,268,52,,,,,1377
5141,,,,,,,,,,,,1,,,,,,,,3,3,,3,,,,,,,,,,,1,,,,,,,,,,,,7,,3,,,,,,,21
5143,16,,,,,,,,,3,107,50,590,701,175,197,389,358,485,844,499,500,82,,1,,,,,,,,,23,,,,5,103,43,89,298,304,267,,249,533,556,207,,,,32,,7706
5145,,,,,,,,,,,,4,,1,,,77,,2,7,7,,5,60,81,,,,,,,,,6,,,,,,,,1,,,,2,1,,,59,,,,,313
5147,7,,,,,,,,,,,4,,,,2,,7,5,3,5,,6,,,,,,,,,,,2,,,,,,2,,7,4,2,,2,2,2,16,,,,,,78
5149,,,,,,,,,,,1,,,,,,47,,,89,128,,,,,,,,,,,,,,,,,,,,,,,,,,,57,1,,,,,,323
6001,24,,,,,,,,2,2,70,58,395,1624,1878,492,406,368,531,1100,155,102,56,11,,2,858,4,,,,,,126,2,1,,42,472,375,128,315,753,821,1516,343,833,1021,973,222,1033,,,,17114
6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
6007,,,,,,,,,,,,,1,,,,,,16,,,,1,,,,,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,25
6009,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3
6011,41,,,,,,,,,,,40,2,4,4,51,60,38,40,32,17,3,54,,,,,,,,,,,23,,,,1,3,6,33,43,12,80,9,34,58,5,9,15,,,,,717
6013,3,,,,,,,,,1,3,8,25,560,424,230,212,743,95,3,3,1,24,1,1,,110,,,,1,,,154,,3,1,,,105,954,16,285,361,84,5,3,4,3,2,5,2,,,4435
6017,,,,,,,,,,,,,,,1,,,2,3,,,,4,,,,,,,,,,,1,,,,,,,1,,1,,,,,,2,,,,,,15
6019,286,,,,,,,,,,62,199,914,2016,1190,272,225,93,203,127,238,146,275,173,2,,360,,,,,,,32,,,,,35,133,179,133,367,136,62,83,200,236,221,154,16,,,,8768
6021,41,,,,,,,,,,,49,6,,18,39,40,45,28,31,16,8,57,1,,,,,,,,,,26,,,,,1,11,28,40,35,77,9,74,99,20,17,14,1,,,,831
