id,Hour1,Hour2,Hour3,Hour4,Hour5,Hour6,Hour7,Hour8,Hour9,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour20,Hour21,Hour22,Hour23,Hour24,Hour25,Hour26,Hour27,Hour28,Hour29,Hour30,Hour31,Hour32,Hour33,Hour34,Hour35,Hour36,Hour37,Hour38,Hour39,Hour40,Hour41,Hour42,Hour43,Hour44,Hour45,Hour46,Hour47,Hour48,Hour49,Hour50,Hour51,Hour52,Hour53,Hour54,HourTotal
17019,4,11,21,12,2,,,,,,,,,,,,,29,91,116,28,313,181,604,382,172,3,161,1,,,,,,,,,,2,,,,,42,4,114,23,151,19,84,12,,,,2582
17021,11,15,9,,,,,,,,,,,,1,,7,61,33,21,6,1,,1,,4,,,,,,,,,,,,,,,,,,4,6,12,10,,1,,,,5,,208
17023,1,,1,,,,,,,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,10
17025,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,9
17027,,,1,,,,,,,,,,,,,,,6,25,14,3,,,,,,,,,,,,,,,,,,,,,,,3,,5,2,,,1,,,,,60
17029,1,6,,,,,,,,,,,,,1,,,8,21,13,,1,3,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,1,,,58
17031,1005,1578,861,201,8,11,5,1,1,1,,,1,,23,11,60,2796,8399,5476,2692,3191,3958,4195,5073,4726,2593,2203,1615,1027,254,,1,,5,2,,1,44,6,171,344,185,2568,1088,1249,1288,1713,1798,1917,992,1042,308,512,67199
17033,4,,,,,,,,,,,,,,,,,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
17035,1,1,,,,,,,,,,,,,,,,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
17037,10,7,1,,,1,,,,1,,,,,1,,,23,44,29,4,26,1,,28,1,1,4,,,,,,,,,,,1,,,2,,15,43,3,1,,1,2,,,,,250
17039,1,1,,,,,,,,,,,,,,,,4,13,8,1,1,1,,2,4,,,,,,,,,,,,,,,,,,1,,,,3,,6,,,,,46
17041,,,,,,,,,,,,,,,,,,,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,7
17043,990,1101,933,269,30,2,,1,,,,,,,8,,2,214,515,521,388,292,290,450,561,846,999,220,1027,1224,384,181,91,,,,,,2,92,27,104,222,253,192,194,303,184,148,206,913,177,888,160,15604
17045,,1,,,,,,,,,,,,,,,,6,13,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
17047,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5
17049,1,,,,,,,,,,,,,,,,,6,14,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,24
17051,2,,,,,,,,,,,,,,,,,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,27
17053,1,1,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
17055,2,1,15,,,,,,,,,,,,,,,,20,6,98,39,35,1,77,232,,,,,,,,,,,,,,,,,1,2,,4,11,5,89,48,,,,,686
17057,4,3,2,,,,,,,,,,,,,,,18,36,64,2,14,,111,23,5,5,6,,,,,,,,,,,,,,,,3,4,9,,1,,1,,,,,311
17059,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3
17061,,,1,5,,,,,,,,,,,,,,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,14
17063,10,2,,,,,1,,,,,,,,,,,37,55,38,20,2,1,2,2,,1,7,40,157,,,,,,,,,,,,,,25,17,41,32,12,,,55,,,,557
17065,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,4
17067,1,,,,,,,,,,,,,,,,,,8,7,2,,,,,1,,1,,,,,,,,,,,,,,,,1,1,10,7,,,,,,,,39
17069,,,,,,,,,,,,,,,,,,1,10,9,1,,1,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,27
17071,1,1,,,,,,,,,,,,,,,,,1,4,,1,,,,,,,,,,,,,,,,,,,,,,,,7,,,,1,,,,,16
17073,103,96,,,,,,,,,,,,,,,,11,29,26,2,12,2,,,,,,,,,,,,,,,,,,,,,2,3,9,6,1,,1,,,,1,304
17075,3,1,,,1,,,,,,,,,,,,,13,18,7,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,44
17077,22,25,13,2,,,,,,,,,,,,,9,11,44,171,13,34,104,99,80,75,296,10,2,,,,,,,,,,,,,1,3,6,21,53,6,,11,217,549,136,,237,2250
17079,,,,,,,,,,,,,,,,,,5,10,7,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,26
17081,,1,2,3,1,,,,,,,,,,,1,10,,15,140,,1,1,64,16,22,7,8,39,1,1,,,,,,,,,,1,3,,2,5,593,6,5,9,7,,11,,,975
17083,5,,,1,,,,,,,,,,,,,,15,28,16,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2,1,,,,,,,82
17085,1,1,,,,,,,,,,,,,,,,5,8,10,1,6,,,13,,1,,,,,,,,,,,,,,,,,2,1,,1,,1,,,,,,51
17087,2,,,,,,,,,,,,,,,,,10,15,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
17089,223,130,76,61,2,1,,,,,,,,,3,,16,157,264,141,31,218,50,111,301,834,1121,302,303,99,113,1,,,,,,,3,,,25,35,97,21,25,204,18,32,30,40,24,111,179,5402
17091,78,66,120,1,,,,,,,1,,,,,,9,79,91,96,30,64,29,232,43,187,58,,152,1,,,,,,,,,,,,,8,1,5,15,8,4,60,519,42,,,,1999
17093,18,29,7,5,,,,,,,,,,,3,12,23,46,81,63,41,30,5,1,99,61,104,129,74,1,,,,,,,,,26,,27,47,7,18,1,17,3,1,7,10,5,5,17,,1023
17095,15,6,2,,,,,,,,,,,,2,,,37,76,34,3,16,,1,6,4,2,224,139,,,,,,,,,,,,,,,1,5,1,2,1,2,,,,,,579
17097,493,389,401,257,24,,,,,,,,,1,14,,3,1240,2305,1956,1986,3043,3872,2540,1908,959,1005,1103,733,317,167,,,,138,290,,,13,,4,189,420,344,478,996,720,1440,1470,1061,835,845,77,10,34046
17099,9,6,,,,,,,,,,,,,1,,,59,81,66,7,3,2,,,,,,,,,,,,,,,,,,,,,3,4,19,2,,,,,,,,262
17101,1,,,,,,,,,,,,,,,,,7,9,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,30
17103,1,3,,,,,,,,,,,,,,,,12,19,11,2,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,53
17105,1,1,,,,,,,,,,,,,,,,9,25,10,14,,,,,2,,,66,,,,,,,,,,,,,,,,,1,2,,,,,,,,131
17107,1,,1,,,,,,,,,,,,2,,,4,6,8,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,26
17109,2,1,4,,,,,,,,,,,,,,,17,24,9,,,,1,1,1,,1,,,,,,,,,,,1,,,,,1,,,3,1,1,,,,,,68
17111,27,21,7,13,,,,,,,,,,,,100,,101,152,109,18,11,7,7,5,1,8,4,,1,,,,,,,,,1,1,17,,,16,4,13,5,,,,,1,1,,651
17113,9,3,,1,1,,,,,,,,,,1,,,22,46,40,180,25,148,324,83,429,572,323,370,,,,,,,,,,1,,,2,,7,129,48,209,326,257,65,100,280,382,8,4391
17115,25,49,165,80,,2,,,,,,,,,,,,111,251,124,142,59,226,185,320,576,324,10,,,,,,,,,,,,,,,14,75,64,38,31,49,113,77,320,,,,3430
17117,9,4,2,6,,,,,,,,,,,,,,29,41,59,21,3,1,,,,,,,,,,,,,,,,,,,,,53,,,13,,,2,,,,,243
17119,27,40,41,47,,,2,,,,,,,,4,,,136,339,682,542,522,424,260,234,1484,696,254,294,203,18,1,,,,,1,,1,2,,4,969,40,166,193,124,790,1042,809,52,235,192,3,10873
17121,5,,,,,,,,,,,,,,,,,15,19,18,2,,,,,,,,,,,,,,,,,,,,,,,1,,1,15,1,,,,,,,77
17123,1,,,,,,,,,,,,,,,,,3,7,4,1,,,,,,,,,,,,,,,,,,,,,,,4,1,4,,,,,,,,,25
17125,5,,,,,,,,,,,,,,,,,15,23,20,3,1,,,,1,,,,,,,,,,,,,,,,,,3,4,3,,,,,,,1,,79
17127,5,,,,,,,,,,,,,,,,,14,30,14,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,68
17129,,2,,,,,,,,,,,,,1,,,6,14,4,1,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,31
17131,10,9,,1,,,,,,,,,1,,,,,3,6,9,1,4,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,1,,,,,50
17133,5,1,1,,,,,,,,,,,,,,,,1,1,1,,,,4,9,,,,,,,,,,,,,,,,,,1,1,4,3,,2,2,1,,,1,38
17135,3,2,1,3,,,,,,,,,,,,,,20,30,12,3,,,,,,,,,,,,,,,,,,,,,,248,214,,,,,,,,,,,536
17137,2,1,,,,1,,,,,,,,,1,,,10,19,7,1,3,,,,,,2,,,,,,,,,,,,,,,,,1,3,1,,,,,,,,52
17139,1,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,11
17141,6,5,,,,,,,,,,,,,,,,24,40,19,3,,,,8,,10,,,,,,,,,,,,,,,,,,,,1,,,,,,,,116
17143,152,59,22,,,,,,,,,,,,,,1,71,440,180,173,251,240,214,143,235,382,312,,,,,,,,,,,,,1,,,53,82,101,90,56,298,168,80,,,,3804
17145,,,,,,,,,,,,,,,,,3,,4,3,1,,1,1,11,13,164,4,,,,,,,,,,,,,,,1,1,5,14,7,5,7,13,1,2,,,261
17147,,,,,,,,,,,,,,,,,,,3,6,1,1,9,,45,,,,,,,,,,,,,,,,,,,,1,1,3,2,,11,1,,,,84
17149,1,2,3,3,,,,,,,,,,,,,,5,14,13,2,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,2,,,,,,50
17151,1,,,,,,,,,,,,,,,,,6,17,8,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,36
17153,,,,,,,,,,,,,,,,,,,13,8,2,,,,15,11,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,53
17155,1,,,,,,,,,,,,,,,,,5,15,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
17157,,,,,,,,,,,,,,,,,,,7,3,4,,,,20,21,,,,,,,,,,,,,,,,,,1,2,1,1,,1,2,,,,,63
17159,,,,,,,,,,,,,,,,,,,5,5,1,,120,83,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,215
17161,1451,1202,34,4,,,,,,,,,,1,,,,113,281,159,228,542,267,144,503,562,169,236,22,,,,,,,,,,1,,,4,49,178,47,19,225,95,15,237,113,,,,6901
17163,135,105,47,4,,1,2,2,,,,,,,1,,,7,262,303,412,217,426,857,715,684,68,161,195,226,308,49,,,,,,,,,,9,247,193,270,286,627,249,331,323,142,157,42,13,8076
17165,4,,,,,,,,,,,,,,1,,,11,20,12,3,,,,,,,,,,,,,,,,,,,,,,,1,,6,,,,,,,,,58
17167,26,59,37,,,,,,,,,,,,12,,,226,486,209,71,211,516,124,12,416,325,3,,,,,,,,,,,1,,,,89,31,59,104,136,56,7,368,1,1,,2,3588
17169,1,1,,,,,,,,,,,,,,,,7,18,6,,,,,1,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,39
17171,,,,2,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
17173,3,6,,,,,,,,,,,,,,,,5,20,4,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,203,,,,,244
17177,6,6,,1,,,,,,,,,,,,,,22,36,32,3,18,41,7,148,60,84,,,,,,,,,,,,,,,,7,15,19,7,1,,,40,,,,,553
17179,11,11,7,,,,,,,,,,,,,,,61,102,85,8,14,1,48,23,10,83,6,,,,,,,,,,,,,,,,14,1,11,13,,2,2,,1,1,1,516
17181,,,,1,,,,,,,,,,,,,4,,2,2,1,2,1,1,9,13,2,5,,,,,,,,,,,,,,,3,1,2,5,4,1,3,2,,,,,64
17183,5,4,1,,,,1,,,,,,,,1,,,18,32,27,4,3,1,,,,,,,,,,,,,,,,2,,,,,,2,4,6,1,1,,2,,,,115
17185,1,,,,,,,,,,,,,,,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
17187,1,,,,,,,,,,,,,,,,,8,12,11,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,4,,,,,,41
17189,,,,,,,,,,,,,,,,1,,1,11,9,,,,1,,,,,,,,,,,,,,,,,,,,1,2,4,,,,,,1,1,,32
17191,,,,,,,,,,,,,,,,,,1,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6
17193,4,,,,,,,,,,,,,,,,,7,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,18
17195,711,589,9,,,,4,,,,,,11,11,26,12,9,51,152,106,182,174,131,125,95,40,48,1,,,,,,,,,,,,,,,32,3,1,12,48,5,22,7,,17,,,2634
17197,535,555,416,194,3,2,,,,,,,,,5,,77,295,1056,896,891,658,669,596,764,1066,202,323,1014,44,,,,,,,,,3,,2,105,221,598,328,298,108,143,252,179,132,76,673,3,13382
17199,,2,1,,,,,,,,,,,,,,,,7,5,,2,,7,30,41,,,,,,,,,,,,,1,,,,6,1,2,6,3,,2,1,,1,,,118
17201,135,15,,,,,,,,,,,,,3,,4,147,354,274,292,233,247,149,94,62,125,200,,,1,165,30,,,,,,1,,1,,,96,70,95,27,25,61,218,181,5,,,3310
17203,1,1,1,,,,,,,,,,,,,,,7,5,4,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,4,14,,1,,,,,,42
18003,61,18,1,,,1,,,,,,,,1,14,21,1,,12,3,51,30,5,,,1,,,,,,,,,,,,,2,,,2,45,,3,49,95,61,9,1,,,,1,488
18009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
18011,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,123,13,,,,,,,,,,,,115,,1,,,,,2,,,,,,256
18013,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,86,,,,107
18019,38,,,,,,,,,,,,,,,,,,,,,,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,65
18021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,2,6
18023,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
18029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
18035,,10,,,,,1,,,,,,,,,,3,11,,5,11,24,5,17,,,,,,,,,,,,,,,,,,,,,,,1,2,4,2,,,,,96
18037,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
18039,1,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,1,1,,,,,3,,1,,,,12
18043,25,3,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,21,47,66,,,,,,,164
18045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
18057,,,,1,,,,,,,,,,,,,,,,,1,,,,5,,,,211,14,120,,,,,,,,,,60,,,1,3,,,4,54,173,1,,,,648
18061,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2
18063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,1,,,,5
18067,,,,,,,,,,,,,,,,,,,,11,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
18071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
18073,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
18077,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,,,,222
18081,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,3
18083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,97,,,,,,,,,,,,198
18085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
18087,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18089,,,,,,,1,,,,,,,1,2,,14,94,161,246,223,2,5,41,1,1,,49,13,,,,,,,1,,,16,3,1,,,,,,,,10,44,2,1,,,932
18091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
18095,,12,,,,,,,,,,,1,,,,1,16,,5,39,23,36,105,,,,,,,,,,,,,,,,,,,,,,,,7,4,2,,,,,251
18097,40,,,2,,,,,,,,,,,,,1,55,128,86,39,,1,15,36,7,,,,146,177,110,,,,,,,,,101,4,18,27,1,35,7,54,334,40,2,,,33,1499
18099,,,,,,,,,,,,,,,,,,83,109,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,194
18105,152,,,,1,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,247,211,253,21,,,,,,,1075
18107,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2
18111,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
18113,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,3
18121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,3,6
18127,91,123,,1,,,,,,,,,,,1,,,48,105,35,58,37,24,66,149,104,,,,,,,,,,,,,3,,,,,,,,,1,4,,18,,,,868
18129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
18135,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2
18141,,,,,,,,,,,,,,,5,,1,,,1,,3,1,,,,,1,,,,,,,,,,,1,,,,,141,95,,38,5,2,,,1,,,295
18143,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,3,18,,,,,,,,31
18147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
18151,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
18153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
18157,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,4,10,11,18,6,,,,,,,,55
18163,,,,,,,,,,,,,,,,,,4,,,,,,1,1,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,9
18165,,,,,,,,,,,,,,,,,,,,,,,,309,27,,,,,,,,,,,,,,,,,,,,,,,,191,,,4,,8,539
18167,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,11,1,6,,1,23
18173,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18177,,,,4,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6
18183,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
19001,,17,1,,,,,,,,,,,,,,,,,,,,,,1,4,7,,1,3,,,,,,,,,,,,,,,,,1,1,,1,1,,1,1,40
19003,,,1,,,,,,,,,,,,,,,,,,,,,1,7,1,4,,26,,41,,,,,,,,,,,,,,,,1,2,2,,3,2,,,91
19005,,,,,,,,,,,,,,,,,,,,8,28,6,21,,,18,25,,,1,,,,,,,,,,,,,,,,,,1,22,3,2,13,10,1,159
19007,3,3,2,,,,,,,,,,,,,,,3,2,,,,1,9,,9,17,1,,,,,,,,,,,,,,,,,,,1,2,,4,2,2,,199,260
19009,7,6,5,1,,,,,,,,,,,,,,,,,,,,,,1,6,,14,,,,,,,,,,,,,,,,,1,,,,1,,,,60,102
19011,8,3,33,,,,,,,,,,,,,,1,22,2,16,96,20,2,1,47,44,40,,,,,,,,,,,,,,,,,,35,33,21,1,6,10,6,122,,,569
19013,349,301,357,256,,,,,,,,,,,,,2,24,133,63,207,159,191,196,127,192,972,391,768,261,2,5,,,,,,,3,2,,,,3,50,166,260,340,511,506,261,349,476,165,8048
19015,22,7,41,,,,,,,,,,,,,,,11,22,34,47,32,28,67,59,31,81,,,,67,3,,,,,,,,,,1,,,,,1,,,1,2,1,2,54,614
19017,64,12,18,24,,,,,,,,,,,,,,,11,20,32,11,75,2,2,90,51,4,7,49,,,,,,,,,,,20,132,1,12,56,91,67,90,67,104,71,36,,40,1259
19019,10,34,18,21,,,,,,,,,,,,,,,1,5,23,20,26,19,26,16,54,100,,,,1,,,,,,,,,,,,,12,29,1,,6,27,18,43,,,510
19021,11,2,6,5,,,,,,,,,,,,,,,,,103,64,23,64,,5,35,6,1,,,1,,,,,,,,,,,,,7,29,3,67,84,41,10,79,1,37,684
19023,7,8,7,10,,,,,,,,,,,,,,,,,,,43,,,3,18,,48,15,,,,,,,,,,,,,,,,,,,3,8,7,16,20,78,291
19025,,,1,,,,,,,,,,,,,,,,,,,,,,,4,10,8,,,,,,,,,,,,,,,2,,,4,8,,1,,6,113,,21,178
19027,4,11,12,4,,,,,1,,,,,,,,,,,,,3,126,48,,5,33,,48,,,,,,,,,,,,,,,,,,,66,,,1,,,67,429
19029,,1,1,,,,,,,,,,,,,,,,,,58,5,59,48,1,2,8,,,5,,,,,,,,,,,,,,1,,,,,30,26,4,3,1,2,255
19031,6,23,10,94,,,,,,,,,,,,1,1,3,4,8,,4,,32,,94,136,207,122,129,190,,,,,,,,,,,1,1,,12,89,8,2,67,193,180,79,59,321,2076
19033,14,23,35,34,2,,1,,1,,,,,,,,,,28,25,44,31,47,107,238,117,176,44,62,51,8,1,,,,,,,,,,,2,,,2,115,19,78,69,72,59,42,369,1916
19035,1,1,3,5,,,,,,,,,,,,,,,,,2,2,1,2,,6,22,2,,,,,,,,,,,,,,,,,,,2,,3,4,6,7,,20,89
19037,5,7,4,10,,,,,,,,,,,,,,,,,,,,,,7,23,1,1,20,,,,,,,,,,,,,,,,,,,1,7,13,9,,19,127
19039,,1,,,,,,,,,,,,,,,,,,,,21,2,,1,7,7,,,41,,,,,,,,,,,,,,1,,2,,52,1,2,4,2,,32,176
19041,2,14,8,12,,,,,,,,,,,,,,1,8,1,12,10,10,,,4,12,,1,,150,178,,,,,,,,,,,,4,6,5,14,2,3,5,7,18,,204,691
19043,,,,,,,,,,,,,,,,,,,,,1,,,26,85,24,24,,263,126,89,,,,,,,,25,72,,,,,1,,,,,,1,76,13,,826
19045,17,67,90,52,,,,,,,,,,,,,1,,1,29,7,55,76,136,96,69,157,44,89,76,,39,37,,,,,,,,,,,,3,1,142,121,97,100,51,90,97,200,2040
19047,3,16,32,4,,,,,,,,,,,,,,,,,,,,,,2,15,,21,,,,,,,,,,,,,,,,,,,,,,1,,,22,116
19049,12,16,37,4,,,,,,,,,,,,,1,,14,23,29,30,41,42,41,25,139,35,38,132,220,281,,,,,,,,,5,1,,,12,39,107,215,75,18,45,63,64,27,1831
19051,8,7,3,6,,,,,,,,,,,,,,,1,,,,2,7,7,3,4,2,,1,,,,,,,,,,,,,,,,2,11,4,2,2,2,,,20,94
19053,,,,,,,,,,,,,,,,,,,,,44,,3,2,2,7,7,,24,4,,,,,,,,,,,,,,1,,,2,,,,4,83,,24,207
19055,15,25,9,8,1,,,,,,,,,,,,,,,,11,9,10,11,22,14,38,14,,,,,,,,,,,,,,,,3,6,59,,,,17,13,23,,51,359
19057,39,104,25,,,,,,,,,,,,1,,,1,1,,42,49,56,66,292,354,524,7,6,,,4,,,,,,,1,,,,1,,,30,59,286,299,,6,171,51,194,2669
19059,,9,5,8,1,,,,,,,,,,,,,1,5,2,10,19,12,,,4,9,,,49,,,,,,,,,,,,,,4,5,4,8,1,5,9,4,20,56,27,277
19061,253,246,131,181,1,,,,,,,,,,,,3,1,,56,57,271,270,292,486,268,459,379,457,24,69,3,,,,,,,,,,,5,39,59,73,201,248,125,105,163,118,423,590,6056
19063,1,,1,7,,,,,,,,,,,,,,,2,1,2,16,9,7,8,2,8,,,,,,,,,,,,,,,,,1,2,3,1,1,,7,1,5,1,17,103
19065,11,46,36,12,,,,,,,,,,,,,,,,,36,27,43,47,22,21,62,1,,181,,,,,,,,,,,,1,3,15,14,1,10,16,13,11,20,21,,,670
19067,17,15,15,16,,,,,,,,,,,,,,,,3,14,21,8,6,48,21,42,26,70,24,1,,,,,,,,,,,,,,2,,,6,,18,31,18,236,315,973
19069,3,,6,7,,,,,,,,,,,,,,,,,,,,,1,6,12,,,,,,,,,,,,,,,18,50,,4,9,11,39,22,119,33,3,,20,363
19071,1,,1,,,,,,,,,,,,,,,,5,13,,,,11,2,,3,,,,9,,,,,,,,,,,,,,,,,,,2,2,2,,1,52
19073,13,14,19,4,,,,,,,,,,,,,,,,,,,,,,34,27,1,28,,,,,,,,,,,,,,,,,,,,,1,33,,,48,222
19075,6,2,5,4,,,,,,,,,,,,,,,,,,,,,,2,12,,,,,,,,,,,,,,,70,10,1,7,13,18,13,,1,7,5,,24,200
19077,11,16,16,4,,,,,,,,,,,,,,,1,6,1,1,,,1,5,10,,33,59,,,,,,,,,,,,,,,,1,,,,,,,,,165
19079,1,2,8,9,2,,,,,,,,,,,,,,1,,,,,,,5,44,88,63,86,,,,,,,,,,,,1,3,,,8,18,1,,2,10,6,77,171,606
19081,,,,1,,,,,,,,,,,,,,,,,3,8,11,6,,1,10,6,1,93,,,,,,,,,,,,,,,,,1,4,,1,6,3,2,17,174
19083,15,7,6,16,,,,,,,,,,,,,,,,,,,,,,5,26,,,,,1,,,,,,,,,,112,42,,3,1,1,30,,4,11,8,,51,339
19085,,,,,,,,,73,,,,,,,,,,,,,,,,,3,15,,4,96,,,,,,,,,,,,,,,,,2,,,,4,3,,20,220
19087,1,8,20,21,,,,,,,,,,,,,,,8,2,5,9,9,,,1,13,,4,,,,,,,,,,,,,,,1,4,,,3,3,,1,17,,45,175
19089,9,10,4,3,,,,,,,,,,,,,,6,10,16,18,19,10,,,,13,3,,,,,,,,,,,,,,,10,24,29,23,21,,,12,12,3,,27,282
