id,Hour0,Hour1,Hour2,Hour3,Hour4,Hour5,Hour6,Hour7,Hour8,Hour9,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour20,Hour21,Hour22,Hour23,Hour24,Hour25,Hour26,Hour27,Hour28,Hour29,Hour30,Hour31,Hour32,Hour33,Hour34,Hour35,Hour36,Hour37,Hour38,Hour39,Hour40,Hour41,Hour42,Hour43,Hour44,Hour45,Hour46,Hour47,Hour48,Hour49,Hour50,Hour51,Hour52,Hour53,Hour54,HourTotal
42091,111,143,71,72,4,2,3,2464,1,,,,,,,2,,24,243,275,255,465,405,182,41,49,46,7,2,3,,751,,1,,,,,,,2,83,69,58,167,702,481,142,37,51,41,79,,,,7534
42095,200,115,54,2,1,,1,1538,,1,,,,,,,2,6,4,36,162,140,167,170,99,197,31,78,,,,1030,,,,,,,,,,,13,13,72,137,76,64,53,27,10,1,,,,4500
42097,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2
42099,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
42101,232,443,509,327,118,2,5,2314,2,1,,,1,,,,,4,3,142,357,241,372,12,5,4,2,,3,2,3,1809,1,,,1,,,,,8,2,22,117,2009,3349,384,,1,,,2,1,,,12810
42103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
42107,,1,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,230
42109,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,21,29,,,,16,44,68,97,,,,,286
42111,,,,,,,,203,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204
42117,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
42119,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,59,50,,,9,,,,,,,220
42121,,,,,,,,171,,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,176
42125,22,61,119,,,,1,304,,,,,,,,,,13,11,32,58,52,89,181,57,90,1,,,,,854,,,,,1,,,,,,,17,24,128,182,208,214,4,,,,,,2723
42127,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
42129,38,87,41,,,,,159,1,,,,1,,,,,1,,1,57,83,19,4,91,129,79,,1,,1,3,,,,,,,,,1,,11,6,17,19,7,57,9,,,,,,1,924
42131,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276
42133,,6,,2,,2,,1032,,,,,,,,,,,,,1,,,1,,,,,2,,,1028,,,,,,,,,,,,,,,,,16,,50,,,,,2140
44001,,,,,1,,,106,,,,,,,,1,,,,,,5,,,,,,,,,,233,,,,,,,,,,,,,,,,,18,7,,,,,,371
44003,,1,,,1,,,327,,,,,,1,,,,,,,,,1,,,,,,,,,438,,,,,,,,,,,,,,,,,1,22,33,,,,,825
44005,,,,,,,,524,,,,,,,,,,,,,1,,,,,1,,,,,,438,,,,,,,,,,,,,,,,28,33,32,24,,,,,1081
44007,50,1,1,1,,2,,2318,,1,,,1,1,,,,87,73,59,28,1,,,1,1,,1,,,,4487,,,,,,,,,,44,25,11,21,16,7,67,126,184,222,4,,,,7841
44009,,,,,,,,448,,,,,,,,,,,,,,,2,1,,,,,,,,1329,,,,,,,,,,,,,,,,13,48,95,83,1,,,,2020
45001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
45003,,,,,,,,342,,,1,,,,,,,,,,,,,,,,,,,1,,48,,,,,,,,1,,,,,,,,,,,,,,,,393
45007,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
45013,1,,1,,1,1,,408,,,,,,,,,,,,,1,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,480
45015,,1,1,,,,,140,1,,,,,,,,,,,,,,,,,,,,1,,,188,,,,,,,,1,,,,,,,,,,,,,,,,333
45019,49,66,10,,,,1,907,1,1,,,,,,,,91,157,110,56,22,2,10,31,5,,,,,,629,,,,,,,,1,,,1,,,17,52,36,44,32,,1,,,,2332
45021,,,,,,,,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588
45029,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,37
45031,4,,,5,,,,151,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,1,,,,,,,,,,,,,,,257
45033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
45035,1,,,1,,,1,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,558
45039,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,,319
45041,23,33,20,12,,,,290,,,,,,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,544
45043,28,143,116,,,,,427,,,,,,,,,,12,146,76,42,70,37,47,,,1,,,,,530,,,,,,,,,,1,,,,,,,,,,,,,,1676
45045,1,1,,,,,1,1303,,1,,,,,,,,,,,,1,,1,,,,,,,1,567,1,,,,,,,,,,1,,,,,,,,,,1,,,1880
45051,1,,,1,,,,140,,,,,1,,,,,,,,,,,,31,105,136,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,418
45053,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
45055,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,96
45057,1,,,,,1,,294,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,1,,,,,,,,,398
45059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,,,,,,,,,,,,,,,783
45063,1,,1,1,,2,1,1,,1,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,11
45067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
45069,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
45071,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
45073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
45075,,1,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,284,,,,,,,,,,,,,,3,35,7,18,,,,,,,657
45077,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
45079,,,,,,,,513,,,,,,,,,,,18,37,39,66,1,,,,,,,,,26,,,,,,,,,,,1,,1,,,,1,,,,,,,703
45083,,,,1,1,,,497,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,502
45085,,,,,,,1,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389
45089,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,9
45091,,,,1,,,,757,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,1,,,,,,,,,,,,850
46011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
46013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
46025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2
46027,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
46029,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
46035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
46039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
46057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4
46065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,49
46081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2
46093,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
46099,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
46103,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,936,,,,,,,,,,,,,,,,,,,,,,,,938
46117,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
46119,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
46127,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
46133,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
46135,,,,,,,,,,,,,,,,,,,40,36,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95
47001,,,,,,,1,2,,,,,,,,,,,,,1,,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,11
47005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,17
47009,,1,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
47011,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,22,66,2,,,,92
47013,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,1,,,,,,89
47017,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
47021,1,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,103
47023,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
47025,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,77
47029,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,286
47031,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
47035,,,1,1,,,,373,,,,,,,,,,,,,,,,,,2,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,611
47037,2,2,4,10,,1,1,2083,1,,,,,,,1,,,,,4,,4,,,,1,,,,,632,,,,,,,,,,,,,,,,,1,,1,,,1,,2749
47039,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47041,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,59
47047,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47049,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,98
47051,,,21,12,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
47053,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47055,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
47057,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,10
47059,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47061,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
47063,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
47065,,,2,,1,1,,1,,1,,1,,,,,,9,127,42,35,74,,1,,60,144,96,,,,,,,,,,,,,,,,,,,117,104,136,2,82,23,,,,1059
47067,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
47069,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
47071,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47077,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
47081,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,22
47085,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
47087,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47089,,,,,,,,113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114
47093,1,1,4,2,2,1,,549,,,,,,,,,,1,2,,1,,1,1,,,,,,,,352,,1,,,,,,,,,,,,,,2,,,,,,,,921
47099,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
47103,,,,,,,,,,,,,,,,,,,,,,,32,81,14,1,,,,,,129,,,,,,,,,,,,,,,,,,,,,12,,,269
47105,,,,,,,,298,,,,,,,,,,,,,2,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,304
47109,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
47111,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
47113,,,,,,,,214,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216
47115,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,126
47119,2,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,13,,,1,,,,29
47123,,,,,1,,,59,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,113
47125,8,,,,,,,984,,,,,,,,,,,,,,2,,,,,,,,,,114,,,,,,,,,,,,,,,,2,,,,,,,,1110
47127,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,10
47129,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,143
47135,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
47141,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,4
47143,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
47145,,1,,,,,,179,,,,,,,,,,,,,1,,,1,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,185
47149,,2,2,2,,1,1,874,,,,,,,,,,,,,,1,,,,2,,1,,,,109,,,,,,,,,1,,,,,,,,,,,,,,,996
47151,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,27,,,,,,,,,,61
47155,1,,,,,,,301,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,306
47157,1,3,4,6,,1,,2083,1,,1,,,,,,,2,9,77,36,4,46,23,3,,2,,,,,3795,,,,,1,,,,,,1,,,1,19,98,83,,,2,,,,6302
47161,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
47163,,,1,,,,,201,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,205
47165,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47167,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47171,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47173,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,6
47175,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47177,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,120
47179,,,,1,,,1,39,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44
47181,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47183,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3
47187,19,3,1,1,,,1,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
47189,,,,,1,,,452,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,455
48001,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,4
48005,,,,,1,,,514,,,,,,,,,,,,,1,11,26,20,4,,,,,,,142,,,,,,,,,,,,,,,,,,,1,,,,,720
48009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5
48013,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
48015,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
48019,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
48021,,1,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,1,,1,,,8,4,5,5,,1,,,,256
48023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4
48025,,,,9,9,,,114,,,,,,,,,,,,,,,,,,,,,,,,377,,,,,,,,,,,,,,,,,1,,,,,,,510
48027,2,,,1,,,,520,1,1,,,,,,,,1,1,35,31,98,122,39,1,92,87,38,,,,87,54,,,,,,,,,,20,23,1,24,149,19,,,,3,2,,,1452
48029,1523,2009,2105,2901,2652,43,,7962,1,2,1,,,,,,,,75,473,1650,1916,2494,2317,1345,1717,1349,1322,1505,2,1,8504,,1,,1,,,,,,41,460,270,543,1933,2438,2433,2677,1505,1835,2232,865,88,116,61307
48035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,14
48037,,,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,7
48039,,,1,,,,,321,,,,,,,,,,,,,3,,9,31,41,3,,1,,,,466,1,,,,,,,,,,,,,1,1,,,,,,,,,879
48041,1,,1,,,,,200,,,,,,,,,,,12,37,53,7,32,66,60,67,73,5,,,,651,,,,,,,,,,,,19,26,,,4,6,,,,,,,1320
48043,1,8,5,14,26,1,,7,,,,,,,,,,,,7,16,1,,,,14,10,3,5,,,2,,,,,,,,,,,1,,1,2,,,,2,17,41,2,,,186
48049,,,,,,1,,2,,,,,,,,,,,,,,1,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,1,,,,19
48051,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
48053,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
48055,,1,,,,,,133,,,,,,,,,,,,,1,,,,,3,,,,,,107,,,,,,,,,,,,,,,,8,4,1,,,,,,258
48059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,9
48061,50,371,528,307,93,,2,456,,,,,,,,,,37,194,513,439,68,10,54,78,343,516,500,121,,,575,,,,,,1,,,,10,100,86,74,83,112,72,138,315,408,82,8,,,6744
48071,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
48073,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,9
48077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5
48079,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
48085,48,114,161,124,132,3,,2352,,,,,,,,,,,,,8,2,3,49,15,6,4,46,29,,,2800,,,,,,,,,,1,1,1,8,40,20,31,22,16,30,44,72,,,6182
48089,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
48091,,,1,,,,,87,,,,,,,,,,,,,6,,,1,,1,,,,,,135,,,,,,,,,,,,,,,,,,,,1,,,,232
48093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,10
48097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,12
48099,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2
48103,,,,2,38,1,,1,,,,,,,,,,,,1,,,,1,,1,,2,,,,,,,,,,,,,,,,,,1,,,,,,30,20,,,98
48105,1,8,16,14,10,1,,1,,,,,,,,,,,,6,17,3,,,9,35,16,,2,,,,,,,,,,,,,,,,,,,,,,14,48,23,,,224
48109,,,,58,74,,,,,,,,,,,,,,,,,,,,,1,4,44,52,,,,,,,,,,,,,,3,1,9,16,,,,2,14,50,,,,328
48113,865,884,1066,864,427,20,3,11136,4,3,,1,,,1,,,68,1413,1506,1939,2008,1144,928,436,262,164,168,234,31,2,8984,,,,,,,,1,,1,5,79,208,263,337,199,580,597,985,981,602,67,,39466
48121,1,,3,2,1,,,801,,,,,,,,,,,,1,2,2,1,2,,6,13,19,18,,,552,,,,,,,,,,,,1,,,1,,2,,2,31,35,,,1496
48123,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
48127,,22,34,189,182,2,,58,,,,,,,,,,,,15,37,7,,,18,54,44,87,96,,,,,,,,,,,,,,,,,,,,,,48,77,47,,,1017
48131,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
48133,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,8
48135,,12,33,43,7,,,106,,,,,,,,1,,,,,3,1,,,,,9,16,7,,,17,,,,,,,,,,,,,,,,,,,,,,,,255
48137,,,,3,38,,,,,,,,,,,,,,,,,,,,,,1,13,25,,,,,,,,,,,,,,,,,1,,,,,1,,,,,82
48139,13,,14,8,9,1,,292,,,,,,,,,,,,,,,1,,,,,,,,,381,,,,,,,,,,,,,,,,1,,,,,,,,720
48141,152,346,576,1218,977,327,1,2969,1,1,,,,,,1,,,16,177,604,716,323,329,663,726,829,743,668,121,,4640,,,,,,1,,,,,11,140,149,107,371,696,678,610,561,1038,511,64,,22061
48143,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,13
48145,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,31
48147,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,15
48149,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
48155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
48157,26,52,31,44,2,,1,1642,1,,,,,,,,,1,42,15,40,101,92,297,357,123,30,5,,,2,2056,,,,,,,,,,,1,9,36,41,34,11,,,,3,1,,,5096
48161,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
48163,,19,34,195,201,4,,3,1,,,,,,,,,,,8,21,3,,,20,78,93,134,122,,,30,,,,,,,,,,,3,25,41,13,25,,,,19,86,62,,,1240
48167,,,19,83,112,34,,673,,,,,,,,,,14,63,28,75,87,62,180,195,8,55,4,,,,783,,,,,,,,,,8,4,,33,93,83,68,48,34,35,15,1,,,2897
48171,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
48177,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3
48179,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
48181,,,,,,1,,544,,,,,,,,,,,,,1,1,30,2,,4,10,2,,,,118,,,,,,,,,,,,,,,,,,,,,,,,713
48183,,,,,,,,6,,,,,,,,,,,,,,1,,,,,26,11,,,,15,,,,,,,,,,,,,,,,,,,,7,14,,,80
48185,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8
48187,,2,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,284
48189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,2
48197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3
48199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5
