id,Hour0,Hour1,Hour2,Hour3,Hour4,Hour5,Hour6,Hour7,Hour8,Hour9,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour20,Hour21,Hour22,Hour23,Hour24,Hour25,Hour26,Hour27,Hour28,Hour29,Hour30,Hour31,Hour32,Hour33,Hour34,Hour35,Hour36,Hour37,Hour38,Hour39,Hour40,Hour41,Hour42,Hour43,Hour44,Hour45,Hour46,Hour47,Hour48,Hour49,Hour50,Hour51,Hour52,Hour53,Hour54,HourTotal
17191,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,20
17193,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,60
17195,220,278,353,146,50,3,,4,,,,,,,,,,,,10,18,48,96,53,78,57,31,286,19,,,63,,,,,,,,,10,8,10,11,,42,52,69,101,47,86,177,74,,,2500
17197,266,495,515,376,194,1,,3470,1,,,,,,,,,11,112,373,260,125,79,52,99,107,124,90,64,2,,1097,,,,,,,,,1,1,3,177,277,242,107,55,143,313,173,86,43,1,,9535
17199,38,50,45,,1,,,71,,,,,,,,,,1,6,11,32,21,,,6,10,1,,,,,397,,,,,,,,,,,,20,70,25,7,23,27,24,7,1,,,,894
17201,114,447,909,489,95,,,1530,,,,,1,,,,,5,18,95,58,80,102,14,30,17,27,140,12,,,175,,,,,,,,,1,,1,,1,14,94,69,102,68,164,279,113,,,5264
17203,,9,11,1,,,,,,,,,,,,1,,,,6,3,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,33
18003,19,38,43,23,3,,1,,1,,,,,,1,20,31,55,162,40,44,21,29,23,13,1,2,,1,1,,2,,,1,,,,,,6,7,,9,3,1,,4,17,2,25,37,,,,686
18011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,1,,,1,1,4,1,,,,,,,151
18013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2
18019,1,10,3,,,1,,3362,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,20,5,59,48,18,,,,,3533
18021,88,53,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144
18033,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18035,20,21,26,,,,,122,,,,,,,,,,,,,,,,,3,5,,,,,,71,,,,,,,,,,,,,,,,,4,15,,,,,,287
18039,,,,,1,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5
18043,1,12,5,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,29
18053,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18055,,8,209,186,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407
18057,,2,2,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,12,1,1,,,,,,22
18061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
18063,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2
18067,,,,,,,,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600
18071,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
18081,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
18083,,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305
18085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,56,4,,,,,,,,84
18089,,1,1,,1,,,429,1,1,,,,,,,,,1,,,,1,,,,,,,2,,193,,,,,,,,,,1,,,,,27,41,,,,,,,,700
18091,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,71
18095,19,29,28,,,,1,555,,,,,,,,,,,,,,,,,7,5,,,,,,124,1,,,,,,,,,,,,,,,,22,18,,,,,,809
18097,10,38,35,,,1,1,482,1,,,,,,2,,,,32,99,85,9,28,43,43,50,1,4,,,,218,,,,,,,,,,1,27,,,34,39,55,12,,,1,,,,1351
18105,1,2,,,,,,1,,,,,,,,,,,,2,32,124,113,81,,,,,,,,1,,,,,,,,,,,,,,27,25,36,,,,,,,,445
18109,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
18121,5,6,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
18123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
18127,62,42,,,,,,269,,,1,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,379
18137,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18141,,,,,,1,,493,,,,,,,,,,1,,,1,,1,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,501
18145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
18147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,3
18157,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,16,,1,,,,,,,,,,,17,2,,,,,,,,,,38
18163,2,,,,1,3,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,10
18165,62,37,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103
18167,73,30,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,108
18169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
18173,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
18183,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
19001,,1,2,1,,,,69,,,,,,,,,,,,,,,,,,,1,2,,,,5,,,,,,,,,,,,,,1,,1,,,1,1,,,,85
19003,,,1,,1,,,94,,,,,,,,,,,1,,,,,,,,1,1,,,,21,,,,,,,,,,,,,,,,,,1,1,,,,,122
19005,,,,,,,,244,,,,,,,,,,,,,,,,,,,,4,,,,33,,,,,,,,,,,,,,,,,,,,4,,,,285
19007,2,1,21,27,33,,,3,,,,,,,,,,,,1,5,1,,,1,,,,,,,21,,,,,,,,,,,,,1,1,,1,11,1,1,2,,,,134
19009,,,,1,,,,73,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,1,7,3,,1,,,,,,94
19011,,1,2,14,,,,262,,,,,,,,,,,,,,,,,,,4,,2,,,43,,,,,,,,,,,,,,,,,,,,2,7,,,337
19013,132,284,324,278,57,2,,1943,,,,,,,,,,,,27,155,185,348,351,312,168,170,142,177,,,452,,1,,,,,,,,,,,36,107,153,186,408,217,214,250,190,,,7269
19015,20,28,22,,,,,51,,,,,,,,,,,1,,,20,38,33,18,19,,,,,,35,,,,,,,,,,,,,,17,20,51,72,40,31,4,,,,520
19017,16,21,,,3,,,174,,,,,,,,,,,,,,14,1,15,10,36,18,20,16,,,89,,,,,,,,,,,,,,26,6,90,9,2,1,,,,,567
19019,17,32,34,30,5,,,217,,,,,,,,,,,,,,,,1,21,11,63,72,41,2,,1,,,,,,,,,,,,,,,,,1,28,40,37,30,2,,685
19021,3,5,14,3,7,,,343,,,,,,,,,,,,,,,,,,8,6,1,10,,,200,,,,,,,,,,,,,,,,,,14,7,16,10,,,647
19023,,,,1,1,,,29,,,,,,,,,,,,3,14,21,4,26,26,7,5,11,2,,,65,,,,,,,,,,,,,,,,,,,1,,,,,216
19025,2,1,,3,3,,,,,,,,,,,,,,,1,2,,2,7,,1,8,,,,,247,,,,,,,,,,,,,,3,1,,,4,5,1,,,,291
19027,,,1,3,6,,,266,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,2,1,3,9,1,,,4,1,,,333
19029,,,,,,,,94,,,,,,,,,,,,,1,,,,,,1,,,,,77,,,,,,,,,,,,,,1,,1,1,,4,,,,,180
19031,2,5,21,28,34,,,348,,,,,,,,,,,,,3,,2,3,13,5,17,20,53,5,,615,,,,,,,,,,,,,,,7,6,,,1,4,29,1,,1222
19033,,,6,33,15,2,,319,,,,,,,,,,,,,,12,,12,36,42,44,20,51,,,438,,,,,,,,,,,,,,,,24,20,49,1,,21,4,,1149
19035,6,2,8,3,3,1,,,,,,,,,,,,,,,,,,,1,3,2,,,,,86,,,,,,,,,,,,,,,,,,4,9,7,3,,,138
19037,,,,,1,,,2,,,,,,,,,,,,,,4,38,38,8,2,3,14,1,,,7,,,,,,,,,,,,,,,,,,,1,,,,,119
19039,,,3,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,3,,,,,,207
19041,,13,16,11,7,1,,263,,,,,,,,,,,,,1,1,3,1,,4,6,11,6,1,,14,,,,,,,,,,,2,,,,7,1,1,6,11,20,15,,,422
19043,,,,,,,,560,,,,,,,,,,,,,,,,8,3,,,2,,,,338,,,,,,,,,,,,,,,,,12,,,,,,,923
19045,2,1,77,64,23,,,39,,,,,,,,,,,,27,18,3,1,11,82,48,123,43,121,,,572,,,,,,,,,,,,,,6,54,82,41,34,51,97,109,,,1729
19047,,,,,1,,,8,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,2,3,5,1,,,,,,,46
19049,5,31,65,47,74,,,850,,,,,,,,,,,,2,6,,,2,1,,58,82,108,,,979,,,,,,,,,,,,,1,23,23,26,25,4,31,66,118,,,2627
19051,2,3,1,,,,,12,,,,,,,,,,,2,1,,1,1,2,3,,,4,,,,23,,,,,,,,,,,,,1,,,,2,,4,3,1,,,66
19053,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,2,,,,,,66
19055,9,39,47,24,,,,149,,,,,,,,,,,,,,,,,13,6,21,17,15,,,116,,,,,,,,,,,,,,,,,,15,28,11,44,,,554
19057,30,51,72,8,10,,,736,,,,,,,,,,,,1,,16,20,33,23,27,24,,,,,654,,,,,,,,,,,,,,15,26,22,21,10,38,16,,,,1853
19059,1,10,14,10,10,2,,81,,,,,,,,,,,,,4,2,4,,,2,13,17,31,,,10,,,,,,,,,,,2,,,,8,1,1,10,6,15,16,,,270
19061,104,261,256,164,15,,,1686,,,,,,,,,,,,34,12,42,68,124,127,114,106,79,66,5,,493,,,,,,,,,,,,,63,75,68,157,107,173,79,162,200,8,,4848
19063,16,6,4,6,12,,,21,,,,,,,,,,,,,2,5,10,6,8,3,2,4,8,,,111,,,,,,,,,,,1,,,,1,1,,2,2,5,10,,,246
19065,,,,,,,,100,,,,,,,,,,,,,,14,14,38,68,56,44,26,15,,,94,,,,,,,,,,,,,,43,51,43,38,78,52,68,59,,,901
19067,,7,2,4,32,,,15,,,,,,,,,,,,,12,,12,2,,,32,,29,,,395,,,,,,,,,,,,,5,10,7,,,,1,,,,,565
19069,,6,9,9,5,,,99,,,,,,,,,,,5,23,,,,,2,3,47,,5,,,128,,,,,,,,,,,,,,,,,,2,3,11,13,,,370
19071,,,1,,1,,,48,,,,,,,,,,,,,,,,,,,2,,,,,47,,,,,,,,,,,,,,2,,1,,,1,3,,,,106
19073,,,,,,,,15,,,,,,,,,,,,,,,,,1,,,,,,,147,,,,,,,,,,,,,,,4,2,,,,1,,,,170
19075,,8,16,17,6,,,1,,,,,,,,,,1,,,,,,,,13,8,2,,,,27,,,,,,,,,,,,,,,,,,2,15,15,20,,,151
19077,,,1,1,1,,,140,,,,,,,,,,,,7,6,11,9,,,,4,1,,,,10,,,,,,,,,,,,,3,2,5,3,2,,2,,,,,208
19079,8,8,3,12,14,,,146,,,,,,,,,,,,,1,,6,7,,3,11,,,,,133,,,,,,,,,,,,,,10,5,,10,11,8,3,,,,399
19081,,,,7,,,,2,,,,,,,,,,,,,,,,,6,7,3,,17,,,10,,,,,,,,,,,,,,,,,,,,4,11,,,67
19083,1,16,19,24,15,,,6,,,,,,,,,,,,,,,,,,13,9,16,40,,,55,,,,,,,,,,,,,,,,,,8,3,19,33,,,277
19085,,,,1,3,,,283,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,2,,,,345
19087,,,,,8,,,6,,,,,,,,,,,,,,,,,,8,6,8,11,,,30,,,,,,,,,,,,,,,,,,,1,,,,,78
19089,,8,13,,1,,,51,,,,,,,,,,,,14,33,6,30,21,13,,2,1,16,,,41,,,,,,,,,,,,,12,16,8,,,,,2,,,,288
19091,1,1,,3,5,,,,,,,,,,,,,,,,,,,3,,,3,,,,,1,,,,,,,,,,,,,,,5,,8,2,1,,,,,33
19093,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,3,,,,11
19095,3,,,2,2,,,79,,,,,,,,,,,,,,46,,5,3,9,2,,2,,,1,,,,,,,,,,,,,,,,,,3,,3,4,,,164
19097,,27,16,17,,,,220,,,,,,,,,,,,,,,,,,,2,1,,,,132,,,,,,,,,,,,,,19,10,,,,1,2,8,1,,456
19099,,1,15,26,19,,,416,,,,,,,,,,,,,,,9,8,,1,14,20,7,,,294,,,,,,,,,,,,,,,3,6,3,13,5,2,,,,862
19101,18,86,34,67,75,1,,47,,,,,,,,,,,,,2,11,41,,19,44,33,35,18,,,83,,,,,,,,,,,,10,18,22,9,5,16,15,24,21,21,,,775
19103,99,505,423,388,220,10,,1756,,,,,,,,,,,46,73,94,159,120,348,414,370,233,116,82,13,1,7504,,,,,,,,,,,98,157,182,236,287,302,277,183,266,222,120,1,,15305
19105,,9,9,14,,,,156,,,,,,,,,,,,,,21,58,,,3,1,3,,,,84,,,,,,,,,,,,,,6,3,,8,33,,1,4,2,,415
19107,4,5,2,,,,,121,,,,,,,,,,,,,,,2,,1,1,6,1,,,,49,,,,,,,,,,,,1,,1,3,2,2,3,1,2,,,,207
19109,27,9,,28,3,,,134,,,,,,,,,,,,,,16,17,16,34,4,15,,29,,,30,,,,,,,,,,,,,,,,,,1,2,4,11,1,,381
19111,,,51,35,43,,,248,,,1,,,,,1,,,,,,,,,8,30,32,18,24,1,,551,,,,,,,,,,,,,,,35,68,,32,54,51,75,,,1358
19113,393,501,442,310,20,,,3503,,7,13,15,31,16,19,,,,60,89,28,144,516,585,562,394,166,34,14,,,1779,,9,21,14,24,19,,,,,,,1,36,95,118,336,673,531,410,298,21,,12247
19115,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,1,,,,,47
19117,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,2,,,,,,55
19119,,2,2,,4,,,,,,,,,,,,,,,,,,,,2,,3,9,3,,,2,,,,,,,,,,,,,,,,,7,,6,11,2,,,53
19121,,,1,1,6,,,44,,,,,,,,,,,,,1,,,,,,26,16,8,,,10,,,,,,,,,,,,,,1,1,10,10,3,3,5,,,,146
19123,8,,3,2,,,,4,,,,,,,,,,,,6,6,1,5,8,5,,,,,,,26,,,,,,,,,,,4,4,4,1,,4,8,,28,47,28,,,202
19125,,8,9,11,6,,,332,,,,,,,,,,,,,,,,2,1,1,3,5,1,,,247,,,,,,,,,,,,,,,3,3,5,34,5,,,,,676
19127,13,20,20,24,2,,,305,,,,,,,,,,,,,21,32,41,23,22,50,46,40,,,48,148,,,,,,,,,,,,,,,20,28,47,19,16,22,5,,,1012
19129,,,1,3,1,,,76,,,,,,,,,,,,,1,,,,,,3,1,,,,101,,,,,,,,,,,,,,1,1,3,,2,2,1,,,,197
19131,,7,8,1,12,,,47,,,,,,,,,,,,,11,15,11,40,27,,,22,9,,,75,,,,,,,,,,,,,7,19,7,,,2,,,,,,320
19133,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,18,34,29,,,88
19135,3,,1,1,,,,,,,,,,,,,,,,2,3,1,6,1,,,,1,1,,,8,,,,,,,,,,,,2,2,,,2,2,,,2,35,,,73
19137,,,,1,,,,47,,,,,,,,,,,,,,,,,,,1,1,,,,18,,,,,,,,,,,,,,,,2,1,,1,2,,,,74
19139,1,2,,2,,,,422,,,,,,,,,,,,,,2,31,2,16,32,35,48,69,2,,633,,,,,,,,,,,,,,17,26,,,1,1,,1,,,1343
19141,2,4,4,4,16,,,157,,,,,,,,,,,,,,,,,2,,8,17,13,,,8,,,,,,,,,,,,,,,,,13,3,5,13,4,,,273
19143,,1,2,,6,,,1,,,,,,,,,,,,,,,,,3,,2,8,7,,,1,,,,,,,,,,,,,,,,,3,,1,4,4,,,43
19145,,,2,2,3,,,69,,,,,,,,,,,,,1,,,,,,,1,,,,27,,,,,,,,,,,,,,1,1,1,2,,3,2,,,,115
19147,,9,5,5,15,,,93,,,,,,,,,,,,,2,,3,2,,3,4,7,12,,,7,,,,,,,,,,,,,,,3,3,,4,6,10,12,1,,206
19149,2,12,20,5,9,,,113,,,,,,,,,,,,,,,,,6,,19,27,12,,,248,,,,,,,,,,,,,,,,,11,1,6,37,19,,,547
19151,3,,,,3,,,1,,,,,,,,,,,,,,,4,9,3,,4,,,,,3,,,,,,,,,,,,,,,,,2,1,2,2,,,,37
19153,711,717,881,661,335,5,1,6676,2,1,,,,,,,,37,167,618,762,662,871,664,474,361,367,163,167,2,1,6954,,31,,1,,,,,1,,,,15,179,480,878,897,806,592,449,280,53,20,26942
19155,12,40,25,32,61,,,763,,,,,,,,,,,12,29,40,30,79,99,49,31,48,8,15,,,468,,,,,,,,,,,12,5,14,51,91,93,49,71,113,125,76,,,2541
19157,23,31,9,4,15,,,246,,,,,,,,,,,,,,,,16,19,18,21,,,,,71,,,,,,,,,,,,,,1,,,1,8,23,17,10,,,533
19159,,,2,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,1,,,,2,,,,40
19161,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,3,,1,3,,,56,,,,,,,,,,,,,,,,,,,2,3,3,,,79
19163,413,551,653,444,139,8,1,3432,,,,1,,1,,,,1,1,57,197,148,237,578,592,576,408,161,190,4,,2123,,,,,,,,,,,,4,27,25,248,371,327,399,279,144,116,1,,12857
19165,,1,,,1,,,49,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,1,,,,58
19167,1,7,7,5,16,,,38,,,,,,,,,,,,,,,,,6,,18,14,13,,,3,1,,,,,,,,,,,,,,,,7,,4,22,9,,,171
19169,73,126,88,114,103,3,1,996,,,,,,,,,,,41,47,12,40,35,73,14,23,50,89,67,3,,649,,,,,,,,,,,,,,9,37,52,54,73,168,183,100,1,,3324
19171,,2,5,9,2,,,182,,,,,,,,,,,,,,,,,,14,18,,,,,59,,,,,,,,,,,,,,,,,,,2,1,2,,,296
19173,,,,,,,,39,,,,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,,,,,,1,,,1,,,,,48
19175,,,2,3,1,,,237,,,,,,,,,,,1,1,,,,,,,5,,,,,28,,,,,,,,,,,,,,1,,,,1,6,1,,,,287
19177,2,3,,3,,,,3,,,,,,,,,,,,,,1,4,,1,5,,,4,,,20,,,,,,,,,,,,,1,1,,,5,,,3,,,,56
19179,74,74,22,35,70,,,781,1,,,,,,,,,,3,7,15,5,14,17,14,68,97,26,29,,,856,,,,,,,,,,,,5,7,5,,12,26,4,33,28,2,,,2330
19181,7,2,34,49,54,7,,353,,,,,,,,,,28,58,69,98,67,3,,1,17,53,33,24,7,,527,,,,,,,,,,,,,1,8,50,131,11,12,18,80,99,2,,1903
19183,7,10,9,9,14,,,409,,,,,,,,,,,1,1,9,31,34,13,2,15,43,63,6,,,113,,,,,,,,,,,,2,2,6,7,8,12,,4,4,2,,,836
19185,,,,,,,,34,,,,,,1,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,1,,,,,,48
19187,11,9,19,31,27,,,226,,,,,,,,,,,,3,33,16,44,50,7,4,30,2,,,,93,,,,,,,,,,1,,,,16,21,5,37,83,114,10,1,,,893
19189,21,,,8,,,,9,,,,,,,,,,,,,,3,7,19,28,5,10,,16,1,,37,,,,,,,,,,,,,,2,,,,,,7,5,1,,179
19191,30,20,4,10,2,,,446,,,,,,,,,,,,,,2,13,32,20,,,9,,,,61,,,,,,,,,,,,,5,3,3,,,,,5,,,,665
19193,150,143,131,39,37,,,1996,,,,,,,1,,,,3,70,84,117,37,81,47,42,17,27,105,,,922,,,,,,,,,,,,17,116,135,129,29,58,96,62,91,27,,,4809
19195,,8,5,2,,,,48,,,,,,,,,,,,,5,9,15,22,13,,,39,12,,,7,,,,,,,,,,,,,15,28,19,7,,1,,,22,,,277
19197,,,,7,1,,,16,,,,,,,,,,,,,,,,,4,3,2,,14,,,16,,,,,,,,,,,,,,,,,,3,,3,3,,,72
20005,,,,,,,,37,,,,,,,,,,,,,,,,,,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
20007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
20015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20021,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20027,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
20033,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20037,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3
20045,23,,,1,,,1,102,,,,,,,,,1,,1,,,,1,,,,,,,,1,56,,,,,,,,,,,,,,,,,,,,,1,,,188
20055,,2,11,18,,1,,,,,,,,,,,,,,2,12,,16,21,3,,,,,,3,,,,,,,,,,,,,,,,10,19,3,6,,,,,,127
20057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,29,33,,,,,,,70
20059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,1,,,54
20073,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,118
20077,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20079,,,,,,,,90,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
20087,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20091,59,34,72,6,,,,1283,,,,,1,,1,,1,,83,107,55,111,89,116,46,16,25,7,1,,,1777,,,,,,,,,1,2,,7,88,86,99,51,40,79,35,3,2,2,,4385
20103,,,,,1,,,2,,,,,,,,,,,,,,,,,1,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,18
20111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,92
20113,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,24
20115,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
20125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
20133,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20155,,,,,,,,294,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296
20161,,2,,,,,,1,1,,,,,,,,,,22,48,22,33,74,70,61,,,,,,,,,,,,,,,,,,,,,,20,45,20,,,,,,,419
20169,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2
20173,15,48,37,15,,1,2,267,,1,,,,,,,,,6,12,19,6,32,,28,25,2,,,,,401,,,,,,,,,,,,,3,2,22,44,136,145,136,5,,,,1410
20175,,,,,,,,,,,,,,,,,,,,,,26,60,4,44,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185
20177,59,32,,,,,,541,,,,2,,,,,,,13,95,73,40,61,57,53,53,52,,1,,,101,,,,,,,,,1,1,,2,15,70,101,119,82,121,54,,,,,1799
20209,3,,,,,,,39,,,,,,,,,,,,247,568,633,177,197,57,,,,,,,150,,,,,,,,,,,,1,,,,6,35,30,,,,,,2143
21001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
21005,,,,,,1,,82,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,1,,,,,,,137
21009,,,,,,,,411,,,,,,,,,,,,,,,,,1,,,,,,,73,,,,,,,,,,,,,,,,,4,,,1,,,,490
21011,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,1,,,201,,,,,,,,,,,,,,,,,,,,,,,,443
21015,,1,16,,1,,1,1124,,,,,,,,,,,,,,,,9,11,18,10,13,,,,837,,,,,,,,,,,,,,,,2,5,16,9,1,,1,,2075
21017,,,,,,,,69,,,,,,,,,,,,,,,,,,1,,,,,,504,,,,,,,,,,,,,,,,,7,15,9,,,,,605
21019,,,,,,,,396,,,,,,,,,,,,,,,,,,,,,1,,,377,,,,,,,,,,,,,,,,,1,,,1,,,,776
21021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,1,,,,,,,,,7
21025,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,29
21027,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,20
21029,1,5,23,4,,,,1051,,,,,,,,,,,,17,73,63,32,54,48,12,25,15,,,,390,,,,,,,,,,,,,,,17,44,11,10,40,20,,,,1955
21035,,,,,,,1,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
21037,20,31,23,6,,,,1325,,,,,,,,,,3,,,,,,,3,32,21,24,1,,,826,,,,,,,,,,,,,,,,7,17,40,23,45,,,,2447
21043,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,1,,,,,,,204
