id,hour0,hour1,hour2,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24,hour25,hour26,hour27,hour28,hour29,hour30,hour32,hour33,hour34,hour35,hour36,hour37,hour38,hour39,hour40,hour41,hour42,hour43,hour44,hour45,hour46,hour47
6073,,,,,,,,,,28,119,19,1,,34,43,11,,,,,,,,,,,,,,,,,7,72,41,55,2,,,,
6075,,,,,,,,,123,137,52,78,95,133,170,183,158,57,,,,,,,,,,,,,,1,102,140,305,151,206,177,,,,
6077,,,,,,,,,,,,3,1,,,,1,1,,1,4,,,,,,,,,,,,,,,,,,,,,
6085,,,,,,,,1,52,417,1175,964,684,670,409,118,74,74,49,40,50,280,307,,,,,,,,2,164,627,396,106,178,326,203,123,4,62,
6099,,,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,
8001,,,,,,,,,46,136,84,34,44,15,,,,,,,,,,,,,,,,,,,18,20,10,,,,,,,
8005,,,,,,,,,44,220,147,111,111,90,10,12,26,,,,,,,,,,,,,,,,1,50,101,28,46,13,3,,,
8013,,,,,,,,,77,164,137,56,11,,,,,,,,,,,,,,,,,,,32,29,39,140,146,123,75,73,30,,
8014,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
8031,,,,,,,,3,320,485,326,271,502,263,223,87,62,,,,,,,,,,,,,,,37,118,147,334,125,181,75,105,30
8035,,,,,,,,3,62,26,,,,,,,,,,,,,,,,,,,,,,,,,37,18,14,,,
8037,,,,,,,,,,,,,5,60,57,3,,,,,,,,,,,,,,,,,,,,,,,,
8041,,,,,,,,272,471,352,322,448,238,122,226,2,,,,,,,,,,,,,,,,,1,,,,,,,
8043,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8059,,,,,,,11,31,173,488,567,588,475,280,210,15,,,,,,,,,,,,,1,,6,44,71,109,139,46,59,135,33,
8069,,,,,,,,19,63,35,1,10,16,,,,,,,,,,,,,,,,,,,,,103,154,59,11,66,7,
8101,,,,,,,,,,14,14,23,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,
8119,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
8123,,,,,,,,,,33,84,31,4,47,21,,,,,,,,,,,,,,,,,,2,27,20,42,,,,
9001,,,,,,26,97,128,66,56,3,9,1,8,,,,,,,,,,,,,,,,,23,11,26,34,11,35,56,60,,
9003,,,,,,,29,34,14,,,26,,,,,,,,,,,,,,,,,,2,32,21,12,15,72,33,4,,,
9005,,,,,,,,1,4,5,75,,,,,,,,,,,1,2,,,,,,34,17,,10,24,,2,,8,3,,
9007,,,,,,13,26,8,1,,,,,,,,,,,,,,,,,,,,,,,,102,7,,,7,19,10,
9009,,,,,,,172,151,41,115,88,16,297,10,,,,,,,,,,,,,,,,1,167,198,258,155,11,50,13,40,,
9013,,,,,,,,,,,7,14,,,,,,,,,,,,,,,,,,,,,,,,15,12,,
11001,,,,,,,13,28,51,76,197,174,151,96,,,,,,,,,,,,,,,,,,29,241,149,136,159,36,,
12011,,,,,,,40,29,181,30,35,14,,,,,,,,,,,,,,,,,,,,,,2,121,131,146,27,
12057,,,,,,27,302,194,183,128,90,12,31,22,45,27,,,,,,,,,,,,,,,,44,59,104,154,50,19,,16
12073,,,,,,,64,75,96,191,140,49,70,98,29,,,,,,,,,,,,,,,,,,,,,,,,
12085,,,,,,,,,,9,16,3,,,,,,,,,,,,,,,,,,,,,,18,10,,,,
12086,,,,,,17,225,866,970,447,189,124,53,116,1,,1,1,16,,,,,,,,,,,,,1,40,16,44,159,159,38,
12095,,,,,22,604,1511,1251,981,1087,1010,492,214,56,436,118,3,,,,,,,,,,,,55,34,5,112,450,391,219,173,51,34,1
12097,,,,,,,63,110,70,311,163,72,11,,,,,,,,,,,,,,,,,,,79,168,166,122,99,,,
12099,,,,,,4,59,54,47,,,,,,,,,,,,,,,,,,,,,,,,18,53,40,93,66,15,
12103,,,,,,15,120,68,59,124,79,61,68,,,,,,,,,,,,,,,,,,,,20,62,102,40,,,
12105,,,,,,,32,70,14,78,70,21,3,8,,,,,,,,,,,,,,,,28,29,,19,37,33,7,2,8,
12111,,,,,,,,,,,1,30,45,,,,,,,,,,,,,,,,,,,,3,113,36,,1,19,
12127,,,,,,41,93,52,51,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13027,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13051,,,,,,,,,29,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13089,,,,,,,19,14,6,,3,30,19,11,7,,,,,,,,,,,,,,,,,,27,26,16,17,8,,,
13131,,,,49,105,52,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13135,,,,,,52,45,75,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,
13255,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13297,,,,,,,,,,,,,9,85,,,,,,,,,,,,,,,,,,,,,,,,,,
16001,,,,,,,,50,33,102,91,57,22,,,,,,,,,,,,,,,,,,,,,,30,69,35,5,,
16027,,1,,,,3,,66,137,78,75,24,33,17,29,3,,,,,,,,,,,,1,,,,,,,,,,,,
16047,,,,,,,,7,32,27,16,2,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,
16057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,42,4
16081,,,,,1,,,16,18,4,17,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
17021,,,,,,,14,47,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17031,,,,,,,68,170,184,87,114,180,157,114,24,24,,,,,,,,,,,,,,11,31,61,52,90,145,148,78,56,24,
17043,,,,,,,8,32,76,122,39,18,80,85,100,28,,,,,,,,,,,,,,22,44,10,24,42,41,26,35,63,75,10
17063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,42,27,32,21,30,4,,
17077,,,,,,,7,43,43,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17089,,,,,,,,,24,33,34,49,33,28,37,,,,,,,,,,,,,,,,,,,,,30,51,51,19,
17091,,,,,,19,6,,,20,18,,,,,,,,,,,,,,,,,,,,10,12,25,7,20,9,17,2,,
17097,,,,,,,21,60,163,248,500,368,294,183,56,5,,,,,,,,,,,,,,1,59,82,53,130,252,280,213,94,2,
17115,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,24,,,7,103,
17119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,33,30,8,11,20,,,
17143,,,,,,,,,,,29,38,25,33,16,,,,,,,,,,,,,,,,,,,31,30,71,41,32,46,111
17161,,,,,,,40,201,221,55,8,,23,28,4,,,,,,,,,,,,,,,,,29,76,75,15,1,,,,
17163,,,,,,,,,2,40,37,22,8,25,16,3,,,,,,,,,,,,,,,,,,,,,,,,
17167,,,,,,,57,83,60,22,73,2,33,,,,,,,,,,,,,,,,,,,,9,27,19,,,,,
17195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,81,27,13,,,,
17197,,,,,,,,,,,,,23,23,2,,,,,,,,,,,,,,,,,,,,,,,,,
18003,,,,,,,,25,11,,29,32,51,11,,,,,,,,,,,,,,,,,,,,31,28,30,,,,
18019,,,,,,,,85,143,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18043,,,,,,,,,28,7,3,,,,,,,,,,,,,,,,,,,,,1,1,,16,20,,,,
18083,,,,,,,,,11,38,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18097,,,,,,,58,166,75,76,15,4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
18123,,,,,,,,,30,31,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18127,,,,,,,,13,20,19,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,
18157,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18167,,,,,,,,,,,,27,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19005,,,,,,,,24,26,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19011,,,,,,,,4,18,8,14,,,,,,,,,,,,,,,,,,,,,,27,25,18,1,,,,,
19013,,,,,,,33,95,52,102,113,91,159,94,48,14,,,,,,,,,,,,,,,,21,60,91,142,70,99,71,123,59,
19015,,,,,,,,,,,,10,27,10,,,,,,,,,,,,,,,,,,,6,39,11,,,,,,
19027,,,,,,,,,,,,,,14,22,,,,,,,,,,,,,,,,,,22,29,24,15,,,,,
19029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,11,,,,,
19033,,,,,,,,2,7,7,2,5,10,3,,,,,,,,,,,,,,,,,,,2,14,15,,,,,,
19037,,,,,,,,,19,33,6,11,14,6,16,8,,,,,,,,,,,,,,,,1,25,13,13,13,14,4,,,
19045,,,,,,,13,56,42,57,29,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19049,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19053,,,,,,,,,,,,,,8,10,7,,,,,,,,,,,,,,,,,,,,,,,,,
19061,,,,,,,,66,67,74,79,91,44,11,9,,,,,,,,,,,,,,,,,10,26,55,28,8,,,,,4
19065,,,,,,,,,,12,12,26,31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19067,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,21,3,10,,,,
19083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,,1,
19089,,,,,,,,14,23,16,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19097,,,,,,,,,,,,15,21,21,32,28,,,,,,,,,,,,,,,,,21,53,19,29,63,34,,,,
19099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,18,9,20,,7,,,
19103,,,,,,,53,95,107,116,8,8,85,42,,,,,,,,,,,,,,,,,,,18,19,9,88,278,275,245,71,,
19105,,,,,,,,,,,,,,8,27,14,,,,,,,,,,,,,,,,23,9,14,18,21,,,,,,
19113,,,,,,,39,162,262,247,157,118,110,168,46,8,,,,,,,,,,,,,,,,5,108,100,67,113,219,191,169,100,44,2
19125,,,,,,,,,,,11,15,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
19127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,14,2,,,
19131,,,,,,,,15,26,19,6,,15,13,,,,,,,,,,,,,,,,,,3,4,19,33,9,,,,,,
19133,,,,,,,,,,,,,,,12,18,3,,,,,,,,,,,,,,,22,12,12,6,19,4,,,,,
19139,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
19153,,,,,,,32,53,121,215,271,318,334,338,267,45,2,,,1,,,,,,,,,,,,,119,225,298,266,269,220,148,,,
19155,,,,,,,2,18,,5,20,12,,47,15,6,2,,,,,,,,,,,,,,,,22,38,38,37,3,9,11,7,1,
19157,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19163,,,,,,,,46,50,38,62,71,117,100,34,10,,,,,,,,,,,,,,,,6,25,47,89,73,188,115,129,47,,
19169,,,,,,,,21,27,26,15,24,,58,64,25,1,,,,,,,,,,,,,,,,6,31,40,45,44,27,20,,,
19173,,,,,,,,3,,,,,2,7,,,,,,,,,,,,,,,,,,,,16,9,18,,,,,,1
19181,,,,,,,10,40,33,9,,,,,,,,,,,,,,,,,,,,,,,,25,35,2,,,,,,
19187,,,,,,,4,37,46,1,,39,42,25,,,,,,,,,,,,,,,,,,,,,,,18,25,5,,,
19189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,1,15,,,,,,
19191,,,,,,,,,,,9,9,11,12,11,7,,,,,,,,,,,,,,,,,8,11,8,13,1,13,15,14,,
19195,,,,,,,,13,14,22,,,,,,,,,,,,,,,,,,,,,,,16,27,17,,,,,,,
19197,,,,,,,,,,,,,14,29,8,,,5,,,,,,,,,,,,,,,,,,,,,,,,
20091,,,,,,,38,43,69,24,17,15,4,,,,,,,,,,,,,,,,,,10,39,22,16,12,42,6,,,,,
20173,,,,,,,,,,,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20177,,,,,,,,8,5,15,16,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21021,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
21067,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,13,59,8,24,12,27,2,,,,
21093,,,,,,,,,,10,13,19,2,,,,,,,,,,,,,,,,,,,25,15,,,,,,,
21101,,,,,,3,19,9,,11,17,16,,,,,,,,,,,,,,,,,,,,,9,14,4,,,,,
21111,,,,,,2,70,25,6,43,112,157,76,78,21,,,,,,,,,,,,,,,,,100,137,126,48,37,1,14,,58
21115,,,,,,,,2,11,10,16,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
21167,,,,,,,,2,29,22,16,11,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
21185,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22017,,,,,,,,22,128,53,,,,,,,,,,,,,,,,,,,,,,,,,,28,25,,,
22019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,12,,
22051,,,,,,,,66,25,,53,73,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
22071,,,,,,,,20,38,,91,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,
23001,,,,,,,,58,13,14,47,33,12,19,5,,,,,,,,,,,,4,,,,,10,18,25,12,21,2,,,
23005,,,,,,,8,29,35,56,61,41,,,,,,,,,,,,,,,,,,,3,76,197,125,136,80,76,12,,
23009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,19,33,134,17,13,46,
23011,,,,,,,,,,1,10,14,13,12,10,,,54,,,,,,,,,,,,,,,,,,14,7,27,,
23013,,,,,,,13,16,11,,,,,,,,,,,,,,,,,,,,,,,,6,17,5,,,,,
23017,,,,,,,,,10,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,1
23023,,,,,,,6,28,13,1,1,8,7,1,,,,,,,,,,,,,,,,,,,3,36,27,18,,,,
23025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,
23027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,14,13,16,,,,,
23029,,,,,,,,,,,,18,2,,,,,,,,,,,,,,,,,,,,,1,6,4,,,,
23031,,,,,,,,,2,17,61,47,,,,,,,,,,,,,,,,,,,,25,19,15,,,,,,
24009,,,,,,,,,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24027,,,,,,,,,22,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24031,,,,,,,,64,44,34,39,41,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
24033,,,,,,,,,118,176,141,93,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
24037,,,,,,,70,176,96,,110,172,55,,,,,,,,,,,,,,,,,,,,65,30,27,2,7,,,
24510,,,,,,,,,146,305,202,298,91,,,,,,,,,,,,,,,,,,24,176,195,129,119,36,,,,
25001,,,,,,,9,28,21,,,,,,,,,,,,,,,,,,,,,,7,8,15,4,,,,,,
25003,,,,,,,,,,,,,,,,147,71,,,,,,,,,,,,,54,,,,,,,,,140,
25005,,,,,,20,32,17,22,45,22,,,,,,,,,,,,,,,,,,,28,37,34,17,35,31,,,,2,
25009,,,,,,,111,120,69,109,36,30,,,,,38,22,,,,,,,,,,,,25,22,57,7,26,61,10,14,19,,
25011,,,,,,,15,9,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
25013,,,,,,,29,323,368,183,124,148,117,72,18,2,,,,,,,,,,,,,77,182,4,130,246,201,78,12,,,,
25017,,,,9,47,159,326,339,421,328,304,92,181,21,63,,228,206,,,42,,,,,,,30,35,348,510,216,320,280,516,377,263,126,70,99
25021,,,,,,13,58,92,121,116,120,102,65,33,8,,,,,,,,,,,,,,10,36,175,153,84,41,286,148,112,37,13,
25023,,,,,,,,,,,34,6,,1,,,,,,,,,,,,,,,,,,,,41,26,,4,16,,
25025,,,,,,8,106,186,49,46,25,34,68,42,12,,,,,,,,,,,,,,,73,109,117,91,199,159,31,47,27,,
25027,,,,,,34,129,161,95,181,317,207,149,133,15,,,,,,,,,,,,,,18,159,230,179,151,185,163,161,41,19,,
26025,,,,,,28,64,61,42,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26031,,,,,,,,20,6,40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26033,,,,,,,,,5,29,28,,,,,,,,,,,,,,,,,,,,,15,21,15,12,,,,,
26037,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26039,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
26043,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26045,,,,,,,,22,77,74,184,55,16,15,,,,,,,,,,,,,,,,,10,108,45,28,18,,,,,
26047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,31,10,,,,,,,
26049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,
26055,,,,,,25,46,11,46,46,3,,,,,,,,,,,,,,,,,,,31,39,70,13,,,,,,,
26065,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
26073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,32,14,,
26075,,,,,,,,,,,,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
26077,,,,,,,17,158,99,36,94,201,63,,,,,,,,,,,,,,,,,59,164,133,98,151,61,,,,,
26079,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,50,28
26081,,,,,,59,138,98,41,14,,26,7,,,,,,,,,,,,,,,,,2,,,1,,,,,,,
26089,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
26091,,,,,,,11,62,103,17,32,3,43,10,,,,,,,,,,,,,,,,,,,9,19,18,23,11,,,
26099,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
26101,,,,,,,,,12,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26103,,,,,,,,,,,,,,,29,3,,,,,,,,,,,,,,,,,,,6,22,5,,,
26111,,,,,,,,3,19,13,15,18,4,40,5,8,,,,,,,,,,,,,,,,10,16,12,25,16,25,8,,
26115,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,66,17,80,6,,,,,,
26121,,,,,,,,133,142,109,15,,,,,,,,,,,,,,,,,,,472,,,39,116,,,,,,
26125,,,,,,,,24,45,17,68,56,9,,,,,,,,,,,,,,,,,,1,32,56,27,65,57,,,,
26127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
26145,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
26155,,,,,,,,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26159,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26161,,,,,,,24,60,79,34,24,30,3,,,,,,,,,,,,,,,,,,,7,15,20,40,56,28,,,
26163,,,,,,1,9,176,163,121,123,43,,,,,,,,,,,,56,90,,,,,14,103,229,166,94,38,77,75,14,18,2
27001,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27003,,,,,,,27,73,58,,48,27,44,49,19,,,,,,,,,,,,,,,,20,41,41,20,,12,62,40,48,35
27007,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,
27009,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,,
27013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
27021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
27025,,,,,,,,11,39,7,24,20,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,
27029,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,43,4,26,,,,
27037,,,,,,,51,201,107,31,18,,2,,,,,,,,,,,,,,,,,,,,74,205,58,7,,,1,
27039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
27041,,,,,,,,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
27053,,,1,,,1,9,24,66,97,125,177,153,53,79,20,62,,,,3,,,,,,,,,14,163,166,35,362,443,438,456,371,197,16
27057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,22,,,
27059,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
27067,,,,,,,,,,,,3,22,32,16,35,4,,,,,,,,,,,,,,,,,7,23,127,193,119,27,6
27085,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
27093,,,,,,,,,21,40,6,,,,42,15,,,,,,,,,,,,,,,,,,,,,,1,,
27095,,,,,,,,25,23,21,26,23,14,22,15,19,7,,,,,,,,,,,,,,,,,,,,,,,
27097,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,23,2,18,,
27109,,,,,,,,2,,,,,,,,,1,80,,,,,,,,,,,,,,,,42,55,,,,,
27113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
27119,,,,,,,1,54,16,37,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
27123,,,,,,,26,131,39,62,42,87,31,14,,,1,,,,,,,,,,,,,,,1,45,52,99,123,42,1,8,
27131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
27137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,22,12,2,34,4,30,32,8,4,
27139,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,,,,,,
27141,,,,,,,,3,,,2,1,,,,,,,,,,,,,,,,,,,,,,1,,1,13,,,
27143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
27145,,,,,,,,58,101,39,,,6,1,,,,,,,,,,,,,,,,,21,54,63,76,2,83,110,75,34,5
27163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,53,102,65,23,14,16,
27169,,,,,,,,11,44,55,46,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27171,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,28,8,10,,,
29047,,,,,,,,25,75,68,102,78,15,8,20,17,,,,,,,,,,,,,,,,,,5,19,7,17,18,10,3
29071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,,10,,
29095,,,,,,,,30,33,29,29,20,28,4,3,20,,,,,,,,,,,,,,16,37,23,33,28,31,34,40,23,15,
29099,,,,,,,,12,87,187,124,97,56,31,22,,,,,,,,,,,,,,,,,4,53,115,75,61,22,22,,
29165,,,,,,,,16,64,21,55,25,6,,,,,,,,,,,,,,,,,,,,6,29,9,,,,,
29175,,,,,,,,1,,2,35,33,23,13,,1,,,,,,,,,,,,,,,,,4,9,11,12,,,,
29183,,,,,,,,,22,63,10,,,60,29,5,,,,,,,,,,,,,,,18,38,27,37,46,51,,,,,,
29189,,,,,,,9,191,214,81,162,190,111,,1,,,,,,,,,,,,,,,,,,188,291,286,27,,,,,,
29510,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30013,,,,,,,,,,,,,,,,19,27,,,,,,,,,,,,,,,36,23,277,266,293,380,393,52,16,,
30031,,,,,,,,6,22,47,20,52,51,31,14,,,,,,,,,,,,,26,,,,,,,,2,12,,3,,,
30049,,,,,,,,,11,25,13,46,34,32,,,,,29,,,,,,,,,,,,,,13,11,6,13,22,14,13,,,10
30063,,,,,,,,4,15,13,65,159,77,20,7,2,,,2,,,,,,,,,,,,,,2,38,84,29,35,91,66,,,
30097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
30111,,,,,,,,,10,27,41,26,97,102,124,49,,,,,,,,,,,,,,,,,,41,32,53,62,,,,,
